_id,text,lat,lon,user,created_at,id
4ff5bace8aef421950000024,I know I was born and I know that I'll die. The in-between is mine. (I Am Mine) #PearlJam #Live #Berlin,52.50440703,13.4430151,Andre_Epic_Fail,Thu Jul 05 16:03:25 UTC 2012,220910764469395456
4ff5d21d8aef421950000226,I'm in Berlin. What a cool place. I win.,52.51961921,13.40277859,davidjmcelroy,Thu Jul 05 17:42:51 UTC 2012,220935789314457601
4ff5d23a8aef421950000229,I've had too much when beer starts to taste good..,52.50781346,13.40715332,RyGarn,Thu Jul 05 17:43:20 UTC 2012,220935912459214848
4ff845f18aef420d97000010,@Eemsu I'm also good now since my summer holiday started! :),52.48576727,13.29198982,annielles,Sat Jul 07 14:21:36 UTC 2012,221609916274708482
4ff84c708aef42700400001c,@roidrage me 640 :( I'm tempted to shortcut this with Ctrl+A Del Enter :),52.53433774,13.42246485,IngmarKrusch,Sat Jul 07 14:49:18 UTC 2012,221616890987036672
4ff9b1eb8aef4236120002cb,@yaykitteh @marcohamersma @iamseams @ejcoombe @ma_remix I'll see y'all there!,52.54860784,13.42702048,ntljk,Sun Jul 08 16:14:34 UTC 2012,222000736102395904
4ff9f9b38aef4236120006de,@dcht00 Haha, you're not really attending Schlagermove!!! I'm in Berlin :/ Back on Tuesday. Still there then? Got a place to crash?,52.50371342,13.48920389,mark_jaeger,Sun Jul 08 21:20:50 UTC 2012,222077809869332480
4ffa1d7a8aef423612000869,I'm so stoked to be back in Berlin!!! 📝🚅🌈🍻😄💗🎶🎵🇩🇪🎉,52.51125411,13.44285963,EduardoDali,Sun Jul 08 23:53:29 UTC 2012,222116224463667200
4ffa47808aef423612000945,#nowplaying #amywinehouse ~ Amy Winehouse | You Know I'm No Good ||| #bbradio #rockt,52.383444,13.119561,_BB_RADIO_MUSIC,Mon Jul 09 02:52:47 UTC 2012,222161349134925824
4ffa707e8aef423612000a39,Not even 8am and I've already photographed a modernist housing estate. Now that's a Monday morning.,52.54384039,13.43739732,paulosullivano,Mon Jul 09 05:47:41 UTC 2012,222205361900359680
4ffa959c8aef423612000bdc,Living without Internet and tv since I've left the states is so difficult. I am excited to come home,52.54662985,13.41256301,Ndz1993,Mon Jul 09 08:26:03 UTC 2012,222245216495747072
4ffa9be78aef423612000c32,@dito_13 @yelp @ookcu @bbybike I'm an elite team member?,52.51940412,13.44056362,awesomedonald,Mon Jul 09 08:52:54 UTC 2012,222251974412861440
4ffa9ee48aef423612000c50,@officialanni I'll show you some cool ones tomorrow, okay?:D,52.63851529,13.45943975,KiraaGrimes,Mon Jul 09 09:05:39 UTC 2012,222255181159600128
4ffaba2f8aef423612000db1,And then he whispers in my ear 'I've got some liquid acid...',52.50740368,13.38795118,anelie_is_yummy,Mon Jul 09 11:02:06 UTC 2012,222284489123045376
4ffad51e8aef423612000efa,@OLD_FOREST I'm coming to Morden,52.53208906,13.38010176,meytal_benshabt,Mon Jul 09 12:57:01 UTC 2012,222313408408719363
4ffafe8a8aef423612001176,#nowplaying #bryanadams ~ Bryan Adams | I Thought I'd Seen Everything ||| BB RADIO - In #Eisenhuettenstadt #Brandenburg #GER auf 103.7,52.383444,13.119561,_BB_RADIO_MUSIC,Mon Jul 09 15:53:45 UTC 2012,222357885886275584
4ffb112d8aef423612001288,cause I've got one hand in my pocket
And the other one is giving the peace sign,52.50932054,13.37860366,merveoztu,Mon Jul 09 17:13:16 UTC 2012,222377894712852480
4ffb18678aef4236120012ff,#nowplaying #jasonmraz ~ Jason Mraz | I'm Yours ||| BB RADIO - In #Schwedt #Brandenburg #GER auf 102.1,52.383444,13.119561,_BB_RADIO_MUSIC,Mon Jul 09 17:44:06 UTC 2012,222385653084717056
4ffb27468aef4236120013fb,@hardhob I'm here - where are you?,52.51769501,13.45632219,lilaineurope,Mon Jul 09 18:47:33 UTC 2012,222401622888820738
4ffb3ece8aef423612001589,I'm having amazing beauty parties at luxury 5 star hotels throughout Europe. All my beauty obsessed fashionista's contact me for VIP info!,52.51822595,13.3584485,SophiaLenore,Mon Jul 09 20:27:57 UTC 2012,222426888583389185
4ffb43188aef4236120015bd,@perryeyes I'm away on hols limited wifi access but if I can I'll RT one of your promos if it's self explanatory! Eventually;),52.52298352,13.32943055,Loumat33,Mon Jul 09 20:46:15 UTC 2012,222431495007113217
4ffb65c28aef42361200172e,#nowplaying #brucespringsteen ~ Bruce Springsteen | I'm On Fire ||| #bbradio,52.383444,13.119561,_BB_RADIO_MUSIC,Mon Jul 09 23:14:09 UTC 2012,222468715655081984
4ffb6d128aef423612001767,My SIS don't believe that @jessicajarrell will  follow me but I'm just believing &gt;.&lt; #TeamPrettyLikeBeyoncé,52.55683468,13.39406524,maykeyofficial,Mon Jul 09 23:45:21 UTC 2012,222476567501213696
4ffb82fd8aef4236120017d5,#OnefactAboutMe I'm the Biggest and Greatest fan from #WillSmith he's so much great he's #Oldbutgold and i love him my first love #ToOld -.-,52.55683468,13.39406524,maykeyofficial,Tue Jul 10 01:18:53 UTC 2012,222500102894399488
4ffb91038aef423612001811,I'm watching Ghostbusters with one of my best friends. This is as good as life gets.,52.47965952,13.42623434,EddieArgos,Tue Jul 10 02:18:42 UTC 2012,222515159057444864
4ffb9abf8aef423612001848,America I'm coming home! #love #germany #missitalready,52.48892382,13.33817459,amykann,Tue Jul 10 03:00:14 UTC 2012,222525611334311937
4ffbce8a8aef4236120019ca,Today: Alanis! I've been waiting for this since like forever.,52.5265178,13.45234811,yeah_katiii,Tue Jul 10 06:41:13 UTC 2012,222581221006389248
4ffbf16c8aef423612001b9b,@aho As for me, I've learned not to book Mon-Fri only in London. Not enough time!,52.55194759,13.29403607,kvox,Tue Jul 10 09:10:03 UTC 2012,222618675767803904
4ffc0f9a8aef423612001d0f,Workout done now I'm ready for the rest of the day,52.49159197,13.33736789,BDarkrider,Tue Jul 10 11:18:51 UTC 2012,222651089525280769
4ffc16678aef423612001d86,I'm soooooo nervous :'),52.54833538,13.40615507,laNatalina,Tue Jul 10 11:47:51 UTC 2012,222658390642540544
4ffc3c528aef423612001f8c,Yo #Berlin I'm having an exhibition tonight at F.U.C bar in F'shain at 20hr. Travestrasse 4. come! @uberlinblog @slowberlin @ArtStars,52.50290212,13.44754778,visualgarbage,Tue Jul 10 14:29:38 UTC 2012,222699104910843904
4ffc40658aef423612001fc7,hopefully going out to eat tonight, even though I've had about 6 meals today,52.53157018,13.43049674,AmberChatwin,Tue Jul 10 14:47:01 UTC 2012,222703476961054722
4ffc51818aef4236120020c6,All I've had this holiday is @rachel_pike complaining after 5 mins of walking Bahahaha.,52.51291208,13.40911948,AndyMartinnn,Tue Jul 10 16:00:00 UTC 2012,222721846045454339
4ffc53958aef4236120020e3,@Smaracuja Oh nein :( Aber klar, Drinks I'm Lugosi :),52.50051929,13.41879037,kriesse,Tue Jul 10 16:08:52 UTC 2012,222724078107242498
4ffc6caf8aef42361200229d,@AlanisNews I'm surprised it's outdoor as well! Chairs outdoor are a bit weird I guess...,52.54434526,13.2041085,avsecken,Tue Jul 10 17:55:58 UTC 2012,222751028372717568
4ffc799b8aef423612002394,#nowplaying #puffdaddy #faithevans #112 ~ Puff Daddy feat. Faith Evans &amp; 112 | I'll Be Missing You ||| #bbradio #rockt,52.383444,13.119561,_BB_RADIO_MUSIC,Tue Jul 10 18:51:06 UTC 2012,222764903717535744
