longitude,latitude,fsq_venueName,fsq_venueCount
-122.412966,37.771362,Bar Agricole,2
-122.489706,37.761175,N-Judah @ 31st Ave.,1
-122.40371206,37.79187626,The Occidental Cigar Club,1
-122.473956,37.731925,Soul Scissors Hair Design,1
-122.40924886,37.80903788,SF Whale Tour,1
-122.41507297,37.79136522,SF Baked Love,1
-122.4005757,37.78778644,Academy of Art University - 79NM,5
-122.38557299,37.61249056,Klein's Deli & Coffee Bar,1
-122.39852299,37.78799897,Anchor & Hope,1
-122.41983489,37.75544451,Revolution Cafe,1
-122.432482,37.751522,Bliss Bar,1
-122.41823176,37.750641,Mission Pie,2
-122.4097687,37.618569,Tribu Grill,1
-122.41941301,37.755311,Make-Out Room,3
-122.41139491,37.62716479,Cahill's Judo Academy,2
-122.430028,37.75138378,Savor Restaurant,3
-122.39432573,37.78099488,The Butler & The Chef Bistro,1
-122.4215427,37.760768,Cha-Ya Vegetarian Japanese,2
-122.40668655,37.7889217,Vessel,3
-122.46448159,37.68647789,"7555 Mission Street, Habitat for Humanity",1
-122.46621,37.765139,Park Chow,2
-122.404044,37.791351,Pachino Pizzeria,1
-122.497878,37.751223,Ortega Branch Library,1
-122.40740955,37.7873522,The Cheesecake Factory,18
-122.45644637,37.70122301,Pointe Pacific / San Bruno Mountain Wildlife Preserve,1
-122.46746989,37.78287121,Walgreens,21
-122.3973618,37.79015478,Truck Stop SF,1
-122.42278397,37.77205045,Martuni's,2
-122.38948,37.784074,Pawtrero Bathhouse & Feed Co,1
-122.46311922,37.7830432,King of Thai Noodle 2,1
-122.49718999,37.60677256,The Surf Spot!,1
-122.414409,37.790709,The Peepshow,1
-122.43124383,37.78933749,Buchanan Food Mart,1
-122.44172258,37.78802315,Eliza Restaurant,1
-122.438647,37.776761,Candybar,1
-122.40230707,37.79036108,100 Montgomery,2
-122.50514228,37.76032178,Celia's by the Beach,1
-122.42466296,37.73536506,St. Mary's Pub,1
-122.43159221,37.77200757,Uva Enoteca,3
-122.4325323,37.78423457,The Social Study,2
-122.40792691,37.7851853,Burger King,3
-122.40490437,37.78964147,The Paul Frank Store,1
-122.4210985,37.765074,Pancho Villa Taqueria,2
-122.41623323,37.75095,The Phone Booth,1
-122.42718475,37.74908976,Episode Salon and Spa,1
-122.39439121,37.77841355,Twenty Five Lusk,3
-122.41047101,37.786138,Urban Tavern,2
-122.38348961,37.61667901,Virgin America Ticket Counter,3
-122.418563,37.753934,Mission Bar,1
-122.43255258,37.78602948,Roostertail,2
-122.451184,37.781908,Sunny Market,1
-122.41789918,37.77623998,The Hot Spot,1
-122.399782,37.765108,Thee Parkside,3
-122.466572,37.74009,Mozzarella di Bufala,1
-122.38723269,37.61764418,United Airlines Priority Security Checkpoint,2
-122.45836,37.775678,Arguello Market,1
-122.412123,37.788771,Sanraku,3
-122.40185201,37.77127871,Adobe Systems,1
-122.43433565,37.76084383,Midnight Sun,2
-122.42033115,37.76974406,Brick & Mortar Music Hall,2
-122.38620921,37.61488632,Southwest Baggage Claim,1
-122.43141526,37.76920751,Duboce Park Cafe,1
-122.468966,37.763874,San Tung Chinese Restaurant,4
-122.4821949,37.72088172,University Park South,11
-122.45115638,37.67013967,Molloy's Tavern,1
-122.4069866,37.78952516,Atelier Emmanuel,1
-122.410603,37.76578188,Jade Cafe #2,1
-122.44642496,37.75471821,Twin Peaks Summit,6
-122.46728746,37.7706695,Music Concourse,1
-122.40937054,37.78519544,Smooth Thai,1
-122.45818788,37.80075739,Bridge On The Big Screen Film Festival,1
-122.40362909,37.77102047,Citrix Online,1
-122.41305,37.802447,The Chairman Truck @ North Beach Farmer's Market,1
-122.40378857,37.78641104,Seasons Bar and Lounge at Four Seasons Hotel San Francisco,1
-122.40481853,37.80659679,Alcatraz Landing Cafe,2
-122.39830443,37.794731,Embarcadero Dentistry,1
-122.39280224,37.77743123,Blush Organic Frozen Yogurt,1
-122.47077008,37.70199857,Tomo Sushi & Teriyaki,1
-122.406501,37.786626,Crate & Barrel,1
-122.40355718,37.78775541,T-mobile,1
-122.4855262,37.78207804,India Clay Oven,1
-122.46989952,37.737533,Back to sports,1
-122.4004814,37.78527484,W San Francisco,9
-122.40459323,37.79034519,Irish Bank,2
-122.43579585,37.760987,Toad Hall,6
-122.41795448,37.80788995,Crazy Shirts,1
-122.421069,37.756342,Aslam's Rasoi,1
-122.41329338,37.76878801,El Tonayense Taco Truck,1
-122.41841076,37.65319026,Home,2
-122.40262789,37.79157066,Russ Building,6
-122.419355,37.761875,Dante's Weird Fish,1
-122.41905168,37.76034693,Beauty Bar,2
-122.40740698,37.79821492,The Stinking Rose,6
-122.41091924,37.77892162,Good Hotel,1
-122.423936,37.795763,St. Brigid cathedral,1
-122.41169912,37.76470873,WibiData HQ,1
-122.40122289,37.78998933,Per Diem,4
-122.40930319,37.80865659,Aquarium of the Bay,2
-122.434526,37.761156,The Mix,1
-122.4478877,37.78221735,The Corner Store,2
-122.4645842,37.7828624,Wing Lee Bakery 永利饼家,1
-122.41962433,37.77383561,"San Francisco, CA",18
-122.416366,37.790097,SFMH Parking Garage,1
-122.463695,37.7773,"Cinderella Bakery, Delicatessen & Restaurant",1
-122.485761,37.782017,Hard Knox Cafe,3
-122.40089715,37.78579631,San Francisco Museum of Modern Art,11
-122.46551692,37.68920327,Wendy's,1
-122.42168,37.760554,780 Café,3
-122.41857392,37.7555445,awe.sm,1
-122.421521,37.76172638,Taqueria el Buen Sabor,1
-122.40924333,37.78997894,King Foot Subs,1
-122.38250256,37.61493256,Gate 45,1
-122.47715458,37.72852431,GameStop,7
-122.47000694,37.68740402,Planet Fitness,3
-122.45005508,37.7695434,Stanza Coffee & Wine Bar,1
-122.4715519,37.68823539,Daly City,1
-122.40039869,37.79613069,Bank of America,4
-122.41880894,37.75680491,Lolinda,6
-122.44659,37.770191,Iris Lingerie,1
-122.47350082,37.72948384,Mercy High School,1
-122.40583107,37.80239329,Coit Tower,9
-122.38442502,37.75902388,gPad,1
-122.406137,37.7937709,Eastern Bakery,1
-122.46466398,37.67831811,Home Depot Pro,1
-122.477102,37.728312,Regis Salon,1
-122.417834,37.785295,800 Larkin,2
-122.46979773,37.737586,"L.Bruce Mebine, O.D. & Associates",1
-122.473277,37.78062,Lou's Cafe,1
-122.393798,37.778689,Cento,1
-122.41724,37.78715372,SF Party Store,1
-122.464726,37.78504,Chin Restaurant & Sushi Bar,1
-122.42928028,37.77402218,The Embassy Network,1
-122.42205311,37.797183,Bullitt,1
-122.422801,37.640364,Popeyes Louisiana Kitchen,3
-122.42318636,37.77685863,Chez Maman,3
-122.40725763,37.79885602,Al's Attire,1
-122.40373971,37.77899389,The Golden Gate Bridge,1
-122.41336946,37.74443202,Farmhouse Mansion,1
-122.420091,37.78731,Blur,1
-122.396914,37.778258,Bar Basic,1
-122.434543,37.78890255,Salon Yuni,1
-122.49335289,37.72782336,Lake Merced,2
-122.40519,37.613425,Fresh Cuts Barbershop,1
-122.42254252,37.8061974,McCormick & Kuleto's,3
-122.46423483,37.7995608,San Francisco National Cemetery,1
-122.411541,37.786839,Grand Cafe,1
-122.42940903,37.76730538,Blackbird Bar,6
-122.4268087,37.75991874,Mission Dolores Park,32
-122.398633,37.783624,Osha Thai Restaurant,2
-122.38908598,37.79060429,Waterbar,4
-122.397774,37.77909,The Grand Nightclub,6
-122.412927,37.787871,mike page style lab,1
-122.409931,37.790001,Golden Gate Hotel,1
-122.45146784,37.78666,San Francisco Endoscopy Center,1
-122.41998975,37.76481151,16th St. Mission BART Station,2
-122.41185951,37.78810935,Ryoko Sushi,1
-122.40391672,37.79012351,Murphy's Pub,1
-122.42505378,37.77664595,Place Pigalle,1
-122.404774,37.77494604,San Francisco Police Department,1
-122.41564264,37.75249169,Chili Cha Cha,1
-122.40756185,37.78753291,Macy's,22
-122.39693586,37.77836544,Bamboo Reef,1
-122.42378918,37.79803486,Helmand Palace,1
-122.39638268,37.77661245,KMEL,1
-122.435014,37.760873,puff 'n stuff,1
-122.499125,37.76866236,Bison Paddock,1
-122.4527,37.787528,Spruce,4
-122.416264,37.785405,Nite Cap,1
-122.40297318,37.78121323,foursquare SF,2
-122.4049179,37.76573643,101 North Freeway,1
-122.41469134,37.80723985,Longshoreman's Hall,1
-122.39008177,37.75780721,Piccino,2
-122.4023509,37.79401631,Wayfare Tavern,2
-122.40899996,37.73119781,Fresh & Easy Neighborhood Market,5
-122.41288827,37.80587766,Postal Annex,1
-122.44189953,37.80019245,Presidio Theater,1
-122.46370798,37.71558001,La Casa De Vicente,1
-122.4432321,37.79973077,Global Yoga,1
-122.413566,37.747174,Charlie's Deli Cafe,1
-122.39799242,37.60626006,Wingstop,1
-122.40678195,37.78460257,Michael Kors,1
-122.50556779,37.78789451,Labrynth,1
-122.424104,37.7711974,Sushi Zone,1
-122.437696,37.800207,Nectar Wine Lounge,1
-122.44717598,37.79828489,Liverpool Lils,1
-122.393,37.79379,Americano Restaurant & Bar,7
-122.40554294,37.79038737,Hotel Triton,1
-122.41599661,37.7860532,534 Hyde St,2
-122.38723934,37.61830644,Gate 72,1
-122.453219,37.76905417,McDonald's,7
-122.45769024,37.76824678,Golden Gate Park Children's Playground,2
-122.391356,37.617391,Tomokazu (Japenese Bar),1
-122.42261673,37.774582,Revival,1
-122.39145373,37.77918835,The Amazing Sumazi.com HQ,5
-122.40856853,37.78878943,Sears Fine Foods,2
-122.41039753,37.81096639,Bubba Gump Shrimp Co,4
-122.41839897,37.750697,Red Cafe,1
-122.425144,37.770705,Orbit Room Cafe,1
-122.40295978,37.78627725,Ducca,3
-122.41178894,37.76988983,Curry Up Now,3
-122.423963,37.765085,Black and Blue Tattoo,1
-122.40131,37.784413,Dreamforce 2012,3
-122.453901,37.767432,Urban Knights @ Kezar Pavilion,2
-122.4907625,37.78768363,China Beach,1
-122.39141501,37.77819118,Willie Mays Gate @ AT&T Park,3
-122.4070834,37.79018693,Deddy's home,6
-122.431941,37.765099,SuiGENERIS,1
-122.41915894,37.77215195,Casa de Laura (and Phil),1
-122.428931,37.647124,Royal Pin Donuts,1
-122.47285008,37.689111,Daly City DMV Office,1
-122.43474424,37.73255372,sunshine nails,1
-122.39380002,37.79619516,The Slanted Door,2
-122.504677,37.752898,Sea Biscuit Cafe,1
-122.4040997,37.79390186,City View Restaurant,2
-122.39644353,37.77447423,Peets Coffee At The Clock Tower,1
-122.43493974,37.759787,Anchor Oyster Bar,2
-122.41836928,37.78201276,Phillip Burton Federal Building,1
-122.402743,37.789571,Crocker Galleria,1
-122.47477771,37.67525282,Richard Moskowitz M.D.,1
-122.43086418,37.764107,Restaurant Eiji,1
-122.40298744,37.79448628,Inner Circle Labs,1
-122.47502922,37.77880093,Hunter's Ducky House,2
-122.406288,37.784401,Burke Williams Day Spa,1
-122.43225861,37.7757988,958 Hayes,1
-122.44126917,37.80026914,Ristobar,1
-122.41096,37.767054,Sports Basement,5
-122.39228725,37.77812659,Lucky Strike,5
-122.428445,37.76289063,Morning Due Cafe,1
-122.41473198,37.77982256,Heart of The City Farmers Market,2
-122.41299889,37.79344687,VJ's Market,1
-122.421717,37.79594115,Shanghai Kelly's,2
-122.40298744,37.78450638,Metreon Center,4
-122.39595673,37.78548664,Symantec,1
-122.40408266,37.77071943,Zynga,6
-122.44713574,37.78706052,SF Fire Credit Union,1
-122.414715,37.757212,Heirloom Café,1
-122.429063,37.751526,Noe Valley Farmer's Market,1
-122.429309,37.785385,Seoul Garden,1
-122.42847025,37.79778475,Roam Artisan Burgers,4
-122.41814252,37.63047712,Chili's Grill & Bar,1
-122.437473,37.773111,Vinyl Coffee & Wine Bar,1
-122.41769454,37.77364707,Urban Flow Yoga,1
-122.4335498,37.78835088,Harry's Bar,1
-122.4070834,37.79971453,The Acehole,1
-122.4113021,37.64294407,Royal Auto Repair,1
-122.43070189,37.79773992,Bus Stop,3
-122.4751997,37.74307912,K Net Karaoke,1
-122.46613853,37.7411769,West Portal Branch Library,2
-122.42116928,37.8088685,Hyde Street Pier,1
-122.403341,37.785877,Plaza in front of Contemporary Jewish Museum,1
-122.43304105,37.78397323,The Fillmore,7
-122.47857515,37.74466455,La Maison de Nikkii,1
-122.4018681,37.77973776,StartupHQ,2
-122.431009,37.766001,Male Image,1
-122.39804863,37.788727,Harlot,2
-122.40753368,37.800583,North Beach Pizza,3
-122.44305516,37.79874577,Alpha Inn and Suites San Francisco,1
-122.39034178,37.78073205,Paragon Restaurant & Bar,4
-122.42170421,37.76177491,Freemans Sporting Club,1
-122.41499554,37.80777887,"Alcatraz ""The Rock""",1
-122.483146,37.780101,Tommy's Mexican Restaurant,1
-122.43523638,37.8001493,Mas Sake Freestyle Sushi,2
-122.43176937,37.78289217,Safeway,23
-122.41785493,37.78667458,"Damn Tenderloin, You Scary!",1
-122.39772137,37.78498447,San Francisco Passport Agency,2
-122.45437864,37.65391848,Chad's Bear Den DC,1
-122.414203,37.785814,Golden Era Vegan Restaurant,1
-122.4125177,37.79565341,Ménage à Brah,2
-122.40378857,37.77190204,Concourse Exhibition Center,9
-122.42253721,37.8059356,Ghirardelli Square,24
-122.47956902,37.72296513,SFSU - Frederic Burk Hall,2
-122.41904402,37.79103915,Contraband Coffeebar,2
-122.43216634,37.76478218,Barracuda Sushi,3
-122.46670246,37.665623,Outback Steakhouse,1
-122.46006756,37.68248523,Italian Cemetery,1
-122.39249375,37.61808633,United Airlines Flight 869 (SFO-HKG),1
-122.414748,37.776313,Gogo Market and Deli,1
-122.42405199,37.764919,Andalu,1
-122.40768313,37.78469402,Powell Street Cable Car Turnaround,8
-122.40683198,37.78472758,Bloomingdale's,9
-122.41033255,37.809574,The Crepe Cafe,1
-122.40638802,37.797699,Vesuvio Cafe,1
-122.47766864,37.73607859,Stern Grove Trocadero Clubhouse,1
-122.46364474,37.66350765,Shell Gas Station,4
-122.39473343,37.79317697,One Market - Spear Tower,1
-122.48221216,37.82895926,Battery Spencer,1
-122.43502072,37.78584864,Sweet Maple,2
-122.466255,37.764387,Hotei,1
-122.417723,37.7829963,Saigon Sandwich,2
-122.4182642,37.77174779,Fight And Fitness,1
-122.41463603,37.78548148,Walk The Dog,2
-122.435973,37.800315,Urban Outfitters,3
-122.43374348,37.7977466,Umami,4
-122.39613928,37.78643269,AppDynamics,2
-122.39895493,37.78718858,WeWork SOMA,4
-122.50987248,37.77293164,Wise Surfboards,1
-122.41615147,37.79109992,Zeki's Bar,1
-122.44121941,37.78232886,Kaiser Permanente- Family Medicine Clinic,4
-122.429353,37.785351,Kui Shin Bo,2
-122.409482,37.778957,Bolt | Peters,4
-122.47130075,37.71530513,19th & Randolph St,1
-122.4715519,37.78092492,76,1
-122.39578485,37.797594,Pier 3,1
-122.38340981,37.61718607,American Airlines - Admirals Club SFO,4
-122.39811965,37.78666284,Ristorante Umbria,2
-122.40244536,37.7689207,Airbnb HQ,4
-122.397524,37.786971,Flytrap Inc.,1
-122.44303305,37.7568262,619 Corbett Ave,1
-122.408481,37.778245,The Idea Stone,3
-122.43586,37.79905,City Tavern,1
-122.411527,37.786036,Jasper's Corner Tap & Kitchen,4
-122.418013,37.7842215,Thêm Ky,1
-122.40651092,37.78458199,Mango,1
-122.44991183,37.77586241,USF - McLaren Conference Center,1
-122.409612,37.800059,La Boulange de Columbus,1
-122.420751,37.7553951,The Pretty Pretty Collective,1
-122.39596779,37.78498577,Lee's Deli,1
-122.43434233,37.76304025,Chevron Pump #4.1,1
-122.414095,37.788293,Zipcar Sutter/jones,1
-122.39903791,37.79479112,Fuzio Universal Bistro,2
-122.41178894,37.76983261,Adam's Grub Truck,1
-122.406144,37.737964,Commercial Tire Company,1
-122.435711,37.798119,Rapha SF Cycle Club [@raphacycleclub],1
-122.41258353,37.77717471,Bossa Nova,1
-122.43769169,37.80041702,The Plant,1
-122.41841076,37.77717566,Dahm's,1
-122.403536,37.789807,Galleria Park Hotel,2
-122.4382925,37.79106587,Alta Plaza Park,4
-122.42040454,37.80672956,Tiernan's Irish Pub and Restaurant,2
-122.47481088,37.71755413,Park Merced,1
-122.45370413,37.78651946,The JACKhouse,7
-122.40221857,37.78898382,Boudin Sourdough Bakery & Cafe,3
-122.402432,37.769861,Source,2
-122.41657734,37.63618886,Target,7
-122.40423381,37.78476821,Fourth Street Bar & Grill,5
-122.473227,37.690258,Daly City Police Department,1
-122.43816711,37.77686106,Fly Bar,1
-122.417739,37.783514,Bodega Bistro,1
-122.40222963,37.78373423,ICAAC 2012,1
-122.408642,37.778302,Snibbe Interactive,1
-122.3973784,37.77180331,Mission Creek Boat House,1
-122.40489577,37.79370158,Sushi Taka,1
-122.47629404,37.72767062,Chevys Fresh Mex,2
-122.421458,37.762821,Community Thrift Store,1
-122.44716338,37.78721234,Jewish Community Center of San Francisco (JCCSF),1
-122.41007,37.785333,Kusina Ni Tess,1
-122.43806758,37.7757108,Bar Crudo,7
-122.48345026,37.69969042,Banana Island,1
-122.428121,37.774673,Ioreks Backyard,4
-122.40566371,37.780878,Tin Vietnamese,2
-122.39733,37.76246667,Rocketfish,1
-122.404975,37.786033,St. Giles Language Teaching Center,1
-122.48543501,37.76949349,Speedway Meadows,1
-122.44179,37.777391,Green Chile Kitchen,1
-122.409994,37.778558,Custom Burger,2
-122.434074,37.751212,Muni Stop No. 14326,1
-122.43209544,37.76447345,Sushi Time,1
-122.41170758,37.79716693,Broadway Tunnel East Mini Park,1
-122.408299,37.78601,Lori's Diner,14
-122.45584375,37.707645,Tselogs,1
-122.46879661,37.706249,Daly City BART Station,4
-122.39557503,37.77537486,Caltrain #198,1
-122.434508,37.72249,Hilda's Mart and Bake Shop,1
-122.39601205,37.78349993,The Hatchery - Harrison,2
-122.39831326,37.78908986,Salt House,1
-122.42264438,37.79341991,House of Prime Rib,4
-122.42025521,37.77541643,San Francisco Conservatory of Music,11
-122.41918445,37.8070291,The Parlor,1
-122.4297369,37.79274748,Treehouse,1
-122.407,37.788344,"Dr. Polly D. Rivas, DDS",2
-122.42234574,37.77174298,McCoppin St,1
-122.41478294,37.80854428,Bistro Boudin,3
-122.47719328,37.74100709,The Penthouse Penthouse,1
-122.4001553,37.62413595,SFO  Car Rental Return,1
-122.435742,37.79824705,Comet Club,1
-122.42052621,37.78121914,Max's at the Opera Cafe,1
-122.42078,37.790912,Nara Sushi,1
-122.46921674,37.7299551,The Electric Beach,1
-122.39275376,37.78930197,Greyhound Station,2
-122.46565104,37.74108112,West Portal MUNI Metro Station,3
-122.47492,37.780726,Shabu House,2
-122.40857,37.785265,Puccini & Pinetti,1
-122.41625102,37.77274306,Ted's Market & Deli,1
-122.39575482,37.79366861,Millennium Tower,1
-122.39732981,37.79494042,Three Embarcadero Center,2
-122.4781827,37.72174036,J. Paul Leonard Library,3
-122.40878977,37.78631157,Santorini,1
-122.40539359,37.63983008,Golden State Art,1
-122.404331,37.784539,Organic Coffee Co.,1
-122.40944,37.618947,Todam Tofu House,1
-122.40916036,37.65484272,Ben Tre,1
-122.40043741,37.65482465,San Francisco,1
-122.41433184,37.78644387,The Ambassador,3
-122.41084734,37.81118123,Dock of the Bay,1
-122.40929246,37.78604644,Hotel Nikko,2
-122.42022756,37.80738852,Argonaut Hotel,2
-122.42701332,37.76951886,U.S. Mint,1
-122.50662326,37.78222248,CIND: Center For Imaging Of Neurodegenerative Diseases,1
-122.4588623,37.79876709,Free Shakespeare in the Park,1
-122.40008339,37.7906319,Huddler,1
-122.40854,37.77827,24x24.org,2
-122.40712488,37.78802454,Emporio Rulli Il Caffe at Union Square,1
-122.42036582,37.78950144,Polk St. Boxing,1
-122.41070906,37.80034467,Bottlecap Restaurant,1
-122.40705298,37.79046524,Worldmark by Wyndham,1
-122.409595,37.7873714,Alcove Theater,1
-122.4231667,37.754996,Tuba Restaurant,1
-122.4188377,37.782137,Noble,1
-122.40670451,37.78960848,Sutter Stockton Garage,1
-122.41214159,37.79156685,Huntington Hotel,2
-122.38794,37.620826,United Airlines Flight 772,1
-122.412909,37.785948,Wilson & Wilson Private Detective Agency,1
-122.435181,37.761942,Cove On Castro Cafe,3
-122.39414781,37.79574748,Wise Sons Jewish Delicatessen,2
-122.433093,37.751466,Valley Tavern,2
-122.40297085,37.79487186,Transamerica Pyramid,1
-122.39909876,37.79492881,The Holding Company,1
-122.48293623,37.72369314,SF State DC,2
-122.40813156,37.78703706,Powell Street Pizza & Pasta,1
-122.40177155,37.78167112,Zero Zero,6
-122.40195305,37.78633254,Ame,1
-122.43991,37.785263,Pete's Deli & Cafe,1
-122.477845,37.764978,Project Mayhem,2
-122.406656,37.784683,Westfield SF Centre,1
-122.39822567,37.77540871,Yammer HQ,2
-122.38403678,37.6129056,Gate 26,2
-122.43676364,37.760852,Cafe La Taza,1
-122.39550591,37.78439725,Eden Plaza Cafe,1
-122.402737,37.766396,Eyes on You,1
-122.40014076,37.63306219,SFO Cell Phone Waiting Lot,1
-122.42321401,37.80560638,Fairmont Heritage Place,4
-122.4903739,37.63626834,El Toro Loco,1
-122.46870875,37.7061222,Daly City BART Bus Stops,3
-122.4846994,37.77143103,Doin It In The Park,1
-122.43257101,37.78516068,Sundance Kabuki Cinemas,9
-122.40273852,37.79554126,Chiaroscuro,1
-122.41909932,37.70622626,Cow Palace,2
-122.40697001,37.78244747,Hub SoMa,1
-122.478279,37.763532,Taco Bell,2
-122.430503,37.761215,ImagiKnit,1
-122.390123,37.611771,KLM Flight 0606,1
-122.38338215,37.75435126,Warm Water Cove Park,1
