time,day,hour,minute,count,fsq_count,CategorieParents,Categories,Venues,Coord
Wed Sep 05 00:30:00 UTC 2012,2,0,30,131,4,Food=2_Airports=1_Travel & Transport=1,Burger Joint=1_Diner=1_Airport Terminal=1,Virgin America=1_Mel's Drive-In=1_SFSU Village at Centennial Square (B)=1_In-N-Out Burger=1,Airport Terminal=37.61739287 -122.3820734_Diner=37.78560341 -122.42111832_Burger Joint=37.68826935 -122.471973
Wed Sep 05 01:00:00 UTC 2012,2,1,60,113,2,Travel & Transport=2,Airport=2,San Francisco International Airport (SFO)=2,Airport=37.61642405 -122.38627911
Wed Sep 05 01:30:00 UTC 2012,2,1,90,90,2,Food=1_Residences=1,Ice Cream Shop=1_Home (private)=1,Cold Stone Creamery=1_Casa De Cruz=1,Home (private)=37.63061789 -122.4297369_Ice Cream Shop=37.78536789 -122.40846343
Wed Sep 05 02:00:00 UTC 2012,2,2,120,81,1,Nightlife Spots=1,Nightclub=1,The Ambassador=1,Nightclub=37.78644387 -122.41433184
Wed Sep 05 02:30:00 UTC 2012,2,2,150,66,1,Food=1,Café=1,Cafe Mason=1,Café=37.786603 -122.409759
Wed Sep 05 03:00:00 UTC 2012,2,3,180,64,1,"","",Middle Haight=1,""
Wed Sep 05 03:30:00 UTC 2012,2,3,210,48,0,"","","",""
Wed Sep 05 04:00:00 UTC 2012,2,4,240,73,1,Outdoors & Recreation=1,Hiking Trail=1,Presidio 10=1,Hiking Trail=37.8032385 -122.45788933
Wed Sep 05 04:30:00 UTC 2012,2,4,270,64,0,"","","",""
Wed Sep 05 05:00:00 UTC 2012,2,5,300,88,2,Airports=2_Travel & Transport=2,Airport Gate=2,Gate 45=1_Gate 73=1,Airport Gate=37.61810673 -122.38770336
Wed Sep 05 05:30:00 UTC 2012,2,5,330,150,2,Food=1_Travel & Transport=1,Coffee Shop=1_Airport=1,San Francisco International Airport (SFO)=1_Starbucks=1,Airport=37.61642405 -122.38627911_Coffee Shop=37.78485513 -122.39992619
Wed Sep 05 06:00:00 UTC 2012,2,6,360,145,4,Food=1_Offices=1_Travel & Transport=2_Professional & Other Places=1,Airport=2_Café=1_Tech Startup=1,San Francisco International Airport (SFO)=2_Demandforce=1_Caffe Roma Coffee Roasting Co.=1,Airport=37.61642405 -122.38627911_Tech Startup=37.78512254 -122.40534381_Café=37.7999325 -122.40937862
Wed Sep 05 06:30:00 UTC 2012,2,6,390,146,10,Food=3_Shops & Services=1_Offices=1_Travel & Transport=3_Bus Stations=1_Gyms or Fitness Centers=1_Residences=2_Professional & Other Places=1,Coffee Shop=3_Residential Building (Apartment / Condo)=1_Bus Line=1_Train Station=1_Tech Startup=1_Martial Arts Dojo=1_Subway=1_Home (private)=1,Starbucks=3_Baylink Express 200 Stop=1_TalentBin HQ: Purple Squirrel Breeding And Unicorn Petting Zoo=1_Fight And Fitness=1_Amtrak Ferry Building Bus Station (SFC)=1_The JACKhouse=1_Montgomery St. BART Station=1_Trinity Place=1,Home (private)=37.77717566 -122.41841076_Subway=37.78924297 -122.4016428_Martial Arts Dojo=37.77174779 -122.4182642_Tech Startup=37.76770685 -122.41116261_Residential Building (Apartment / Condo)=37.78651946 -122.45370413_Train Station=37.79438087 -122.39212632_Bus Line=37.79646646 -122.39381589_Coffee Shop=37.78863196 -122.43478847
Wed Sep 05 07:00:00 UTC 2012,2,7,420,175,9,Food=1_Outdoors & Recreation=3_Shops & Services=1_Travel & Transport=1_Professional & Other Places=4_Nightlife Spots=1_Medical Centers=1,Coffee Shop=1_Event Space=1_Scenic Lookout=1_Bridge=1_Hospital=1_Cocktail Bar=1_Office=1_Building=1,Brainfood Creative Programs Headquarters!=1_Target Paper=1_Genentech - Building 6=1_Genentech - Building 9=1_Treasure Island=1_Http://www.TheArtofActiveNetworking.com=1_Coffee to the People=1_San Francisco VA Medical Center=1_JW Marriott=1,Building=37.65763 -122.382399_Office=37.65790831 -122.38194923_Cocktail Bar=37.778347 -122.408499_Hospital=37.78177288 -122.50515461_Bridge=37.81646299 -122.37162352_Scenic Lookout=37.81646299 -122.37162352_Event Space=37.77832002 -122.40859065_Coffee Shop=37.77011684 -122.44524747
Wed Sep 05 07:30:00 UTC 2012,2,7,450,193,21,Food=4_Outdoors & Recreation=3_Shops & Services=2_Travel & Transport=3_Bus Stations=2_Professional & Other Places=2_Residences=1,Bus Line=2_Coffee Shop=2_Professional & Other Places=2_Building=1_Café=1_Neighborhood=1_Residential Building (Apartment / Condo)=1_Bank=1,Starbucks=2_Mission & 8th Muni=1_Federal Reserve Bank of San Francisco=1_Flywheel Coffee=1_UPS Hub=1_UPS Customer Center=1_San Francisco International Airport (SFO)=1_UPS Harding Park Ctr=1_City CarShare Van Ness Pod=1_San Leandro Marina=1_Oyster Point Cove=1_Jindi's Cleaners=1_Daily Grill=1_Citrix Online=1_Financial District=1_PD-2=1_Ups Safety=1_PD-6=1_Mission & 1st Street Muni=1_2398 Pacific=1,Neighborhood=37.79213414 -122.4009347_Café=37.769723 -122.453372_Building=37.66014039 -122.38426734_Professional & Other Places=37.66021414 -122.38427287_Residential Building (Apartment / Condo)=37.79378966 -122.43455069_Bank=37.79335502 -122.3959136_Coffee Shop=37.787355 -122.403439_Bus Line=37.777669 -122.412731
Wed Sep 05 08:00:00 UTC 2012,2,8,480,329,25,Food=7_Shops & Services=2_Travel & Transport=5_Professional & Other Places=6_Colleges & Universities=2,Office=4_Coffee Shop=2_College Theater=2_Professional & Other Places=2_Airport=2,Skyline College=2_San Francisco International Airport (SFO)=2_VSP Vision Care=1_Moulin Rouge Restaurant=1_Saatchi & Saatchi S=1_Dr. Sheryl Young=1_The Creamery=1_Circa Props=1_One Embarcadero Center=1_24x24.org=1_Cloudmark=1_Muni 1 Inbound Bus Stop=1_Sweet Chinito=1_Inner Circle Labs=1_Liftopia HQ=1_Mel's Drive-In=1_22nd Street Caltrain Station=1_Van Ness MUNI Metro Station=1_Jump Start Coffee & Grocery=1_Financial District=1_The Idea Stone=1_Philz Coffee=1_24 Hour Fitness=1,Airport=37.61642405 -122.38627911_Professional & Other Places=37.778245 -122.408481_Office=37.79465641 -122.3996526_College Theater=37.63031152 -122.46737038_Coffee Shop=37.77740222 -122.39517674
Wed Sep 05 08:30:00 UTC 2012,2,8,510,422,16,Food=4_Shops & Services=2_Travel & Transport=3_Professional & Other Places=2_Colleges & Universities=8,Coffee Shop=3_University=2_Community College=2,Starbucks=2_Professor Lupin's Hideout=1_U.S. Environmental Protection Agency (EPA)=1_City College: Main Campus=1_Bally Total Fitness=1_San Francisco International Airport (SFO)=1_Virgin America=1_San Francisco Bagelry=1_City College: Multi Use Building (MUB)=1_San Francisco Conservatory of Music=1_Zynga=1_San Francisco State University=1_Montgomery St. BART Station=1_University Park South=1_Blue Bottle Coffee=1,Community College=37.7257019 -122.45015323_University=37.7257019 -122.45015323_Coffee Shop=37.78911579 -122.40852535
Wed Sep 05 09:00:00 UTC 2012,2,9,540,462,25,Food=6_Shops & Services=3_Offices=6_Travel & Transport=3_Professional & Other Places=11,Tech Startup=6_Office=4,"Starbucks=2_Blue Shield of California=1_Advance English Academy=1_Brightroll, Inc.=1_24th St. Mission BART Station=1_Burn Group Fitness=1_Intel San Francisco (PSD1)=1_Klout=1_DraftFCB=1_6th and Brannan=1_Taza Smoothies and Wraps=1_Mission Creek Dog Park=1_Russ Building=1_The Plant Cafe Organic=1_Hostelling International - Downtown=1_Safelite AutoGlass=1_San Francisco Honda=1_Eventbrite HQ=1_CCSF SFO Fire Science/Aeronautics=1_StravaHQ=1_ExactTarget Social Media Lab=1_EdventureMore.org=1_NutshellMail=1_San Francisco Passport Agency=1",Office=37.79085231 -122.40049273_Tech Startup=37.78195943 -122.39573121
Wed Sep 05 09:30:00 UTC 2012,2,9,570,398,20,Offices=2_Travel & Transport=9_Professional & Other Places=5_Colleges & Universities=4,Airport=6_Tech Startup=2_College Administrative Building=2,San Francisco International Airport (SFO)=5_Academy of Art University - 79NM=2_The Amazing Sumazi.com HQ=2_Virgin America=1_Golden Gate Hand Therapy=1_St. Giles Language Teaching Center=1_Gold's Gym=1_Baker Beach=1_Baggage Claim Carousel 2=1_Daly City BART Bus Stops=1_West Portal MUNI Metro Station=1_Cathay Pacific=1_Digital Doghouse=1_SFSU - Humanities Building=1,Airport=37.61642405 -122.38627911_Tech Startup=37.77918835 -122.39145373_College Administrative Building=37.78778644 -122.4005757
Wed Sep 05 10:00:00 UTC 2012,2,10,600,410,19,Airports=2_Food=7_Offices=2_Travel & Transport=5_Professional & Other Places=5,Coffee Shop=3_Office=3_Café=2_Tech Startup=2_Airport=2,San Francisco International Airport (SFO)=2_San Francisco Chronicle=1_Central Coffee Tea & Spice=1_Organic Coffee Co.=1_United Club=1_361 11th avenue=1_Taquerias El Farolito=1_SF State Graduate Business Programs - Downtown Campus=1_Cafe La Flore=1_Jawbone HQ=1_Eagle Cafe=1_Starbucks=1_SFGate=1_SFO AirTrain Station - Terminal 2=1_Timbuk2 SF Factory=1_Java Trading Company=1_Pocket Change HQ=1_The Westin San Francisco Market Street=1,Airport=37.61642405 -122.38627911_Tech Startup=37.78554618 -122.39949703_Café=37.78232292 -122.40653304_Office=37.78221393 -122.40647773_Coffee Shop=37.774229 -122.444494
Wed Sep 05 10:30:00 UTC 2012,2,10,630,427,28,Food=7_Shops & Services=8_Travel & Transport=5_College Academic Buildings=2_Professional & Other Places=3_Colleges & Universities=3,Coffee Shop=3_Office=2_Airport=2,Starbucks=3_San Francisco International Airport (SFO)=2_Soma Inn Cafe=1_Serco=1_Safeco Electrical Supply=1_Bank of America=1_Academy of Art University - 79NM=1_SFSU - Thornton Hall=1_Stonestown Galleria=1_Comcast=1_Building 7 - Skyline College=1_Under The Bay Bridge=1_GameStop=1_Sunset Pet Supply=1_Mandarin Towers=1_Y & Y Vietnamese Cuisine=1_Green Apple Books=1_SFO Terminal 1=1_SFO International Parking Garage A=1_SFO Bart Station=1_7-Eleven=1_Schubert's Bakery=1_SFO AirTrain - Red Line=1_Fuang Hxing Trading Co.=1_Pizza Orgasmica=1,Airport=37.61642405 -122.38627911_Office=37.74598021 -122.39830773_Coffee Shop=37.80453904 -122.4337544
Wed Sep 05 11:00:00 UTC 2012,2,11,660,475,17,Food=4_Shops & Services=3_Travel & Transport=4_Professional & Other Places=2_Colleges & Universities=2,Japanese Restaurant=1_Internet Cafe=1_Grocery Store=1_Doctor's Office=1_University=1_Tech Startup=1_Café=1_Strip Club=1,"Mitchell Brothers=1_Palace Hotel, San Francisco=1_Muni - 2 Clement & Arguello=1_Rainbow Grocery=1_Spice Kit=1_Powell St. BART Station=1_Frenchy's=1_San Francisco International Airport (SFO)=1_Kome Japanese Seafood & Grill=1_The Walt Disney Family Museum=1_San Francisco State University=1_Cowboys & Angels=1_SFSU - Humanities Building=1_Latch, So & Hipp Chiropractic=1_Basho=1_The Grove=1_Boudin Bakery & Cafe=1",Strip Club=37.78501199 -122.41938829_Café=37.7881968 -122.43375993_Tech Startup=37.78338491 -122.40848003_University=37.72214431 -122.47747527_Doctor's Office=37.78730769 -122.42197126_Grocery Store=37.76910337 -122.41523623_Internet Cafe=37.78588147 -122.43263737_Japanese Restaurant=37.70258253 -122.47048974
Wed Sep 05 11:30:00 UTC 2012,2,11,690,452,23,Food=9_Travel & Transport=5_Professional & Other Places=3_Colleges & Universities=2_Arts & Entertainment=2,Airport=5_Office=3,San Francisco International Airport (SFO)=5_USF - Media Lab=2_Wall-e's pad=1_Beachside Cafe=1_Bank of America=1_Off the Grid: 5M @ Fifth and Minna=1_La Boulange de Metreon=1_AT&T Park=1_Tony Baloney's=1_Mixt Greens=1_John's Ocean Beach Cafe=1_Starbucks=1_Norman Yee for Board of Supervisors-D7=1_Riverside Seafood Restaurant=1_Alcatraz Island=1_bodyFi=1_Hapa SF Truck=1_Symantec=1,Airport=37.61642405 -122.38627911_Office=37.78548664 -122.39595673
Wed Sep 05 12:00:00 UTC 2012,2,12,720,481,32,Food=16_Outdoors & Recreation=3_Offices=2_Shops & Services=5_Travel & Transport=3_Professional & Other Places=4_Arts & Entertainment=2,Coffee Shop=2_Breakfast Spot=2_Airport=2_Tech Startup=2_Bridge=2_Office=1_Sporting Goods Shop=1_Salon / Barbershop=1,Golden Gate Bridge=2_San Francisco International Airport (SFO)=2_Moulin Rouge Restaurant=2_Duboce Park Cafe=1_Virgin America=1_Wix Lounge SF=1_Cold Stone Creamery=1_Alcatraz Island=1_Google San Francisco=1_Off the Grid: 5M @ Fifth and Minna=1_Boudin Sourdough Bakery & Cafe=1_Another Monkey Thai=1_Starbucks=1_Crissy Field=1_Cowgirl Creamery Sidekick=1_The Plant Cafe Organic=1_Giants Dugout at Lefty O'Doul's=1_KISSmetrics HQ=1_The Butler & The Chef Bistro=1_Mozilla San Francisco Office=1_Washington Cafe=1_US Post Office=1_Shiki Japanese Sushi Bento=1_Sassy Salon=1_Macy's Mens Store=1_NIKETOWN=1_Sports Basement=1_Pearl's Deluxe Burgers=1_New Sandy's Cafe & Deli=1,Airport=37.61642405 -122.38627911_Breakfast Spot=37.78603131 -122.417776_Office=37.79003996 -122.39006639_Tech Startup=37.78940121 -122.38902513_Salon / Barbershop=37.734367 -122.434052_Bridge=37.81700119 -122.47821718_Sporting Goods Shop=37.767054 -122.41096_Coffee Shop=37.72785943 -122.47672588
Wed Sep 05 12:30:00 UTC 2012,2,12,750,404,26,Airports=2_Food=10_Shops & Services=3_Travel & Transport=6_Colleges & Universities=2,Vietnamese Restaurant=3_Airport=2_Food Truck=2_Sandwich Place=2_Airport Lounge=2,"San Francisco International Airport (SFO)=2_Off the Grid: 5M @ Fifth and Minna=2_Osha Thai Restaurant=1_United Club=1_SFSU - Frederic Burk Hall=1_Tin Vietnamese=1_Phở Express=1_SF Fire Credit Union=1_Exploratorium=1_The American Grilled Cheese Kitchen=1_International Food Court=1_Buena Vista Park Summit=1_Amtrak Ferry Building Bus Station (SFC)=1_Idle Hand Tattoo=1_5th Finger HQ=1_San Francisco State University=1_Cinderella Bakery, Delicatessen & Restaurant=1_SFSU Miele Lab=1_Dave's=1_Ikes Place @ SF State=1_Singapore Airlines SilverKris Lounge=1_InterContinental Mark Hopkins=1_Hard Rock Cafe San Francisco=1_Sunrise Cafe=1",Airport Lounge=37.61951743 -122.38699794_Sandwich Place=37.72221829 -122.47843696_Airport=37.61642405 -122.38627911_Food Truck=37.78200607 -122.40631521_Vietnamese Restaurant=37.780878 -122.40566371
Wed Sep 05 13:00:00 UTC 2012,2,13,780,483,35,Food=12_Outdoors & Recreation=4_Travel & Transport=4_Professional & Other Places=7_Nightlife Spots=4,Bar=3_Doctor's Office=2_Food Truck=2_Japanese Restaurant=2_Tech Startup=2_Airport=2_Harbor / Marina=2_Asian Restaurant=2,Mars Bar & Restaurant=2_Davies Doctors Office Building=2_San Francisco International Airport (SFO)=2_Moscone Center=1_Off the Grid: 5M @ Fifth and Minna=1_Brass Knuckle @ SOMA StreatFood Park=1_Vino Volo=1_Tarantino's Restaurant at Fisherman's Wharf=1_Ono Grindz Hawaiian Restaurant=1_Roam Artisan Burgers=1_San Franciso=1_Starbucks=1_Fort Mason Marina=1_Magnet=1_RockYou=1_South Park=1_United Airlines Flight 869 (SFO-HKG)=1_Osha Thai Café=1_Subway=1_Ferry Building=1_Samasource=1_Ichiban Teriyaki=1_Kuya's Asian Cuisine=1_Il Pirata=1_Dojima Ann=1_Golden Gate Bridge=1_St. Regis Residences=1_Barbacco=1_The Sports Club/LA=1_St Anne of the Sunset Church=1_24 Hour Fitness=1_Gate G98=1,Asian Restaurant=37.623258 -122.411057_Harbor / Marina=37.80669851 -122.43567467_Airport=37.61642405 -122.38627911_Tech Startup=37.76686435 -122.4072969_Food Truck=37.78200607 -122.40631521_Doctor's Office=37.76854497 -122.435536_Japanese Restaurant=37.7863024 -122.408582_Bar=37.77321865 -122.40321726
Wed Sep 05 13:30:00 UTC 2012,2,13,810,63,5,Food=3_Outdoors & Recreation=1_Shops & Services=1,Coffee Shop=1_Harbor / Marina=1_Sushi Restaurant=1_Cosmetics Shop=1_Bakery=1,Asa Sushi=1_Lush - Union Street=1_PIER 39=1_Sightglass Coffee=1_Boudin Bakery & Cafe=1,Bakery=37.72842487 -122.47701639_Cosmetics Shop=37.79731684 -122.434234_Sushi Restaurant=37.800093 -122.442311_Harbor / Marina=37.80952119 -122.41015077_Coffee Shop=37.77697193 -122.40855746
Wed Sep 05 14:00:00 UTC 2012,2,14,840,0,0,"","","",""
Wed Sep 05 14:30:00 UTC 2012,2,14,870,0,0,"","","",""
Wed Sep 05 15:00:00 UTC 2012,2,15,900,0,0,"","","",""
Wed Sep 05 15:30:00 UTC 2012,2,15,930,0,0,"","","",""
Wed Sep 05 16:00:00 UTC 2012,2,16,960,29,1,Travel & Transport=1,Airport=1,San Francisco International Airport (SFO)=1,Airport=37.61642405 -122.38627911
Wed Sep 05 16:30:00 UTC 2012,2,16,990,730,25,Food=4_Outdoors & Recreation=3_Shops & Services=3_Travel & Transport=2_Professional & Other Places=2_Residences=2_Colleges & Universities=5_Arts & Entertainment=3_College Stadiums=2,Home (private)=2_Plaza=2_College Basketball Court=2_Airport=2_Brewery=2_Science Museum=1_Department Store=1_Zoo=1,Urban Knights @ Kezar Pavilion=2_San Francisco International Airport (SFO)=2_Wall-e's pad=1_Exploratorium=1_Gold's Gym=1_Pho Garden - Serramonte=1_Creative Arts Building=1_pierre coste dining hall=1_Bison Paddock=1_Fisherman's Wharf=1_The Hatchery=1_Southern Pacific Brewing=1_21st Amendment Brewery & Restaurant=1_Digital Realty Trust=1_USF School of Management (@ Folger Building)=1_Century 20 Daly City=1_Boston Market=1_California College of the Arts=1_Oakstreet!=1_Bamboo Reef=1_Ghirardelli Square=1_Union Square=1_Neiman Marcus=1,Home (private)=37.77369221 -122.4297369_College Basketball Court=37.767432 -122.453901_Science Museum=37.8034592 -122.44881658_Airport=37.61642405 -122.38627911_Zoo=37.76866236 -122.499125_Department Store=37.78756378 -122.4063837_Brewery=37.76016051 -122.41402764_Plaza=37.8059356 -122.42253721
Wed Sep 05 17:00:00 UTC 2012,2,17,1020,723,11,Stadiums=1_Food=4_Outdoors & Recreation=2_Shops & Services=1_Travel & Transport=1_Professional & Other Places=2_Arts & Entertainment=1,Office=2_Park=2_Coffee Shop=1_Brewery=1_Juice Bar=1_Baseball Stadium=1_Hotel=1_Electronics Store=1,Current TV=1_Willie Mays Gate @ AT&T Park=1_Mission Dolores Park=1_21st Amendment Brewery & Restaurant=1_Peet's Coffee & Tea=1_Tia Margarita=1_Academy of Art University-Hayes Street=1_Opal Hotel=1_Yerba Buena Gardens=1_Jamba Juice=1_Apple Store=1,Electronics Store=37.78573591 -122.40610713_Hotel=37.7855096 -122.42111797_Park=37.78473218 -122.40250111_Office=37.77960633 -122.39032388_Juice Bar=37.78427929 -122.40739038_Brewery=37.78234041 -122.39262652_Baseball Stadium=37.77819118 -122.39141501_Coffee Shop=37.78116235 -122.40034461
Wed Sep 05 17:30:00 UTC 2012,2,17,1050,674,34,Food=8_Outdoors & Recreation=3_Shops & Services=9_Travel & Transport=3_Food & Drink Shops=3_Nightlife Spots=7,Bar=5_Gym / Fitness Center=3,Ace's Bar=2_24 Hour Fitness=2_Domo Sushi=2_San Francisco International Airport (SFO)=2_Acquerello=1_Southern Pacific Brewing=1_The Hidden Vine=1_Sens Restaurant=1_Brandon's Place=1_Macy's=1_Elephant & Castle=1_Comic Outpost=1_Coleridge Mini Park=1_534 Hyde St=1_CVS/pharmacy=1_21st Amendment Brewery & Restaurant=1_Under The Bay Bridge=1_Union Square Sports Bar=1_SFO AirTrain Station - Terminal 2=1_Jai Ho Indian Grocery=1_City College: Arts Extension=1_Buri Buri Liquors=1_Axis Cafe=1_US Post Office=1_The Castro=1_Virgin America Club Level at AT&T Park=1_Fresh & Easy Neighborhood Market=1_Crunch Fitness=1_Louies Bar and Grill=1_MoMo's=1,Gym / Fitness Center=37.76641843 -122.40998449_Bar=37.79548725 -122.40058064
Wed Sep 05 18:00:00 UTC 2012,2,18,1080,672,34,Food=8_Shops & Services=5_Travel & Transport=4_Professional & Other Places=6_Nightlife Spots=4,Bar=2_American Restaurant=2_Baseball Stadium=2_Brewery=2_Home (private)=2_Sports Bar=1_Italian Restaurant=1_French Restaurant=1,"AT&T Park=2_21st Amendment Brewery & Restaurant=1_Mercury Fitness High Performance Pilates Center=1_The Treehouse=1_CVS/pharmacy=1_Southern Pacific Brewing=1_InterContinental San Francisco=1_The Little Shamrock=1_Steff's Sports Bar=1_Lark Creek Grill=1_Bistro Aix=1_San Francisco International Airport (SFO)=1_St. Paul's Catholic Church=1_San Francisco Caltrain Station=1_Professor Lupin's Hideout=1_Dixie=1_Back to sports=1_Oracle=1_SFPD - Richmond Station=1_Americano Restaurant & Bar=1_Cafe Seventy8=1_Civic Center/UN Plaza BART Station=1_San Francisco State University=1_CIND: Center For Imaging Of Neurodegenerative Diseases=1_Twitter, Inc.=1_University Park South=1_Castro Farmers Market=1_Bill Grossman's School Of Kenpo Karate=1_Mission Bubbles=1_Swensen's Ice Cream=1_Yick Wo Elementary School=1_Trattoria Volare Caffe=1_Cantina=1",Home (private)=37.74509989 -122.4297369_American Restaurant=37.79934437 -122.44827473_Italian Restaurant=37.800177 -122.409851_Brewery=37.78234041 -122.39262652_Sports Bar=37.78767 -122.399167_French Restaurant=37.80020677 -122.43776345_Baseball Stadium=37.77833859 -122.3894012_Bar=37.79379 -122.393
Wed Sep 05 18:30:00 UTC 2012,2,18,1110,694,59,Stadiums=7_Food=13_Outdoors & Recreation=5_Shops & Services=6_Travel & Transport=11_Gyms or Fitness Centers=4_Professional & Other Places=4_Arts & Entertainment=9_Nightlife Spots=9,Baseball Stadium=7_Airport=4_Gym=4,"AT&T Park=7_San Francisco International Airport (SFO)=4_Muni Market and Hyde=2_Fleur de Lys=1_Lafayette Coffee Shop & Diner=1_Market Street=1_Fork Cafe=1_The Bubble Lounge=1_Press Club=1_One Market - Spear Tower=1_Tradition=1_MUNI Metro Stop - Church & 24th=1_Bally Total Fitness=1_Powerhouse=1_SoMa StrEat Food Park=1_Planet Fitness=1_Golden Gate Park Tennis Courts=1_Palace Hotel, San Francisco=1_Chili's Grill & Bar=1_Paragon Restaurant & Bar=1_Johnny Foley's Irish House=1_Red's Java House=1_Huddler=1_Louise M. Davies Symphony Hall=1_Steepest Hill in San Francisco (tie)=1_Sushirrito=1_United Barbell=1_Lightning Tavern=1_Dada=1_Azucar Lounge=1_Heaven's Dog=1_Circus Center=1_Twitter, Inc.=1_US Post Office=1_San Francisco Bay Club=1_Muni 29- Fulton & 25th=1_Golden Gate Bridge=1_MUNI - Battery St. (F, 6, 9, 71)=1_The Sports Club/LA=1_Castro MUNI Metro Station=1_Oola Restaurant & Bar=1_Longshoreman's Hall=1_Walgreens=1_The Castro=1_780 Café=1_Sunflower=1_Per Diem=1_18th & Castro Street=1_Pedro's Cantina=1",Gym=37.781598 -122.392541_Airport=37.61642405 -122.38627911_Baseball Stadium=37.77833859 -122.3894012
Wed Sep 05 19:00:00 UTC 2012,2,19,1140,784,48,Stadiums=7_Food=14_Shops & Services=7_Professional & Other Places=5_Arts & Entertainment=13_Nightlife Spots=5,Baseball Stadium=7_Multiplex=3_Home (private)=3,AT&T Park=6_Super Duper Burger=2_AMC Metreon 16=2_Cowell Theater at Fort Mason=2_Pete’s Tavern=1_Southern Pacific Brewing=1_Westfield San Francisco Centre=1_Willie Mays Gate @ AT&T Park=1_Slow Club=1_SoMa StrEat Food Park=1_Level III=1_San Francisco International Airport (SFO)=1_Powell St. BART Station=1_Forbes Island Restaurant=1_Sushi Zen=1_Granucci's=1_Lalola Bar de Tapas=1_Whole Foods Market=1_The Ice Cream Bar / Soda Fountain=1_Ferry Plaza Wine Merchant=1_Barnaby & Julia HQ=1_Santorini=1_Serramonte Parking Lot=1_Serramonte Shopping Center=1_Century 20 Daly City=1_Smart Recruiters=1_Fifth Floor=1_Trinity Place=1_3rd St. Boxing Gym=1_ryanL's pad=1_San Francisco Public Library - Mission Branch=1_Beach Blanket Babylon=1_Autodesk=1_King Street On-Ramp I-280 South=1_La Maison de Nikkii=1_Udupi Palace=1_Jillian's=1_Target=1_West Portal Branch Library=1_Crunch Fitness=1,Home (private)=37.77717566 -122.41841076_Multiplex=37.70204558 -122.47058766_Baseball Stadium=37.77833859 -122.3894012
Wed Sep 05 19:30:00 UTC 2012,2,19,1170,1158,35,Food=5_Stadiums=8_Outdoors & Recreation=4_Travel & Transport=3_Professional & Other Places=3_Arts & Entertainment=13_Nightlife Spots=4,Baseball Stadium=8_Subway=1_Jazz Club=1_Southern / Soul Food Restaurant=1_Bridge=1_Residential Building (Apartment / Condo)=1_Neighborhood=1_Office=1,AT&T Park=8_Three Embarcadero Center=1_The JACKhouse=1_Sanraku=1_Coit Tower=1_Cowell Theater at Fort Mason=1_Rainbowpocolypse=1_GameStop=1_San Francisco International Airport (SFO)=1_Nojo=1_15 Romolo=1_Yoshi's San Francisco=1_Under The Bay Bridge=1_AA1960 (SFO-LAX)=1_El Rio=1_Golden Gateway Tennis & Swim Club=1_Rickhouse=1_Celia's by the Beach=1_Harry Denton's Starlight Room=1_The Castro=1_Beach Blanket Babylon=1_AT&T Park Club Level=1_The Long Now Foundation Museum and Store=1_Boudin Bakery & Cafe=1_West Portal Branch Library=1_Hops & Hominy=1_San Francisco Int'l Airport BART Station=1_Crunch Fitness=1,Subway=37.61593964 -122.39242673_Office=37.79494042 -122.39732981_Neighborhood=37.76088961 -122.43500076_Residential Building (Apartment / Condo)=37.78651946 -122.45370413_Bridge=37.7886749 -122.38803864_Southern / Soul Food Restaurant=37.78931077 -122.40572547_Jazz Club=37.781722 -122.43232459_Baseball Stadium=37.77833859 -122.3894012
Wed Sep 05 20:00:00 UTC 2012,2,20,1200,761,35,Food=12_Outdoors & Recreation=2_Shops & Services=7_Travel & Transport=3_Residences=3_Arts & Entertainment=3_Nightlife Spots=4,American Restaurant=5_Home (private)=3,Spruce=1_Hunter's Ducky House=1_Postrio Restaurant=1_Park Tavern=1_Lou's Cafe=1_The Hot Spot=1_Macy's=1_Mad Dog in the Fog=1_AT&T Park=1_San Francisco International Airport (SFO)=1_Citibank=1_Lucky Chances=1_Powell St. BART Station=1_Sephora=1_Firenze By Night Ristorante=1_The Cheesecake Factory=1_W San Francisco=1_Union Square Sports Bar=1_Subway=1_Cup-A-Joe Coffee House=1_Anchor & Hope=1_Dong Bei Mama=1_333 Bush St Residence=1_Lori's Diner=1_Golden Gate Bridge=1_House of Prime Rib=1_Biscuits and Blues=1_Union Square=1_Bombshell Betty's=1_Gabesie's Livingroom=1_STUDIOMIX=1_Crunch Fitness=1_Zeitgeist=1_24 Hour Fitness=1_76=1,Home (private)=37.77880093 -122.47502922_American Restaurant=37.787528 -122.4527
Wed Sep 05 20:30:00 UTC 2012,2,20,1230,655,33,Food=14_Stadiums=5_Shops & Services=3_Arts & Entertainment=8_Nightlife Spots=5,Baseball Stadium=5_Italian Restaurant=3,AT&T Park=5_Slim's=2_Katana-Ya=2_Anchor Oyster Bar=2_Johnny Foley's Irish House=1_99 Ranch Market 大華超級市場=1_Picaro Cafe=1_Farina Pizzeria=1_Holiday Inn=1_R & G Lounge=1_Quince=1_Smuggler’s Cove=1_Cowell Theater at Fort Mason=1_Levi's Store=1_Shabu House=1_Kokkari Estiatorio=1_Starbucks=1_The Cheesecake Factory=1_Washington Square Park=1_JCC Fitness Center=1_Dear Mom=1_Thee Parkside=1_The Castro=1_Don Pisto's=1_Matrix Fillmore=1_Rose Pistola=1,Italian Restaurant=37.76156899 -122.42161572_Baseball Stadium=37.77833859 -122.3894012
