time,day,hour,minute,count,fsq_count,CategorieParents,Categories,Venues,Coord
Mon Sep 03 00:00:00 UTC 2012,0,0,0,81,2,Outdoors & Recreation=1_Travel & Transport=1,Plaza=1_Bus Station=1,ZOB am Funkturm=1_Platz der Stadt Hof=1,Bus Station=52.50713398 13.28013594_Plaza=52.4786676 13.43904985
Mon Sep 03 00:30:00 UTC 2012,0,0,30,79,2,Travel & Transport=2,Hotel=2,NH Berlin Heinrich Heine=1_Hotel Alsterhof Berlin=1,Hotel=52.5001751 13.33877603
Mon Sep 03 01:00:00 UTC 2012,0,1,60,83,2,Residences=1_Outdoors & Recreation=1,Playground=1_Home (private)=1,Spielplatz am Wasserturm=1_Valhalla=1,Home (private)=52.56942746 13.22171169_Playground=52.53340498 13.41839209
Mon Sep 03 01:30:00 UTC 2012,0,1,90,42,3,Residences=1_Stadiums=1_Arts & Entertainment=1_Nightlife Spots=2,Hockey Arena=1_Bar=1_Home (private)=1_Gay Bar=1,o2 World=1_Roses=1_Szafstall=1,Gay Bar=52.500625 13.421753_Home (private)=52.44505866 13.45435794_Bar=52.500625 13.421753_Hockey Arena=52.50574727 13.44297409
Mon Sep 03 02:00:00 UTC 2012,0,2,120,41,1,Travel & Transport=1,Hotel=1,Margrit=1,Hotel=52.496646 13.308274
Mon Sep 03 02:30:00 UTC 2012,0,2,150,41,0,"","","",""
Mon Sep 03 03:00:00 UTC 2012,0,3,180,37,2,Professional & Other Places=1_Offices=1_Arts & Entertainment=1,Historic Site=1_Tech Startup=1,Mobile Event Guide=1_Checkpoint Charlie=1,Tech Startup=52.509335 13.390349_Historic Site=52.50744516 13.39038402
Mon Sep 03 03:30:00 UTC 2012,0,3,210,16,1,Museums=1_Arts & Entertainment=1,History Museum=1,Topographie des Terrors=1,History Museum=52.50716432 13.38461639
Mon Sep 03 04:00:00 UTC 2012,0,4,240,25,7,Shops & Services=1_Museums=1_Outdoors & Recreation=4_Arts & Entertainment=1_Nightlife Spots=1,Plaza=1_Field=1_Beach=1_Flea Market=1_Karaoke Bar=1_History Museum=1_Park=1,Treptower Park=1_Gedenkstätte Berliner Mauer | Berlin Wall Memorial=1_Flohmarkt am Mauerpark=1_Sonntagskaraoke im Mauerpark=1_Strandbad Wannsee=1_Lustgarten Potsdam=1_Potsdamer Platz=1,Park=52.4887387 13.46915245_History Museum=52.53507878 13.38981271_Karaoke Bar=52.54284414 13.40333104_Flea Market=52.54125203 13.40260148_Beach=52.4383537 13.17707062_Field=52.39301812 13.05768013_Plaza=52.50952824 13.37661624
Mon Sep 03 04:30:00 UTC 2012,0,4,270,27,3,Shops & Services=1_Museums=1_Arts & Entertainment=1_Travel & Transport=1,Mall=1_Train Station=1_History Museum=1,Potsdamer Platz Arkaden=1_S+U Friedrichstraße=1_Jüdisches Museum | Jewish Museum=1,History Museum=52.50233751 13.39510454_Train Station=52.52038936 13.38730752_Mall=52.507758 13.374308
Mon Sep 03 05:00:00 UTC 2012,0,5,300,15,1,Arts & Entertainment=1,Concert Hall=1,Philharmonie Berlin=1,Concert Hall=52.50980693 13.36974628
Mon Sep 03 05:30:00 UTC 2012,0,5,330,29,1,Travel & Transport=1,Airport=1,Berlin Tegel Airport (TXL)=1,Airport=52.55437219 13.2902813
Mon Sep 03 06:00:00 UTC 2012,0,6,360,36,1,Residences=1,Home (private)=1,Regensburger Strasse 5a=1,Home (private)=52.49101978 13.3379191
Mon Sep 03 06:30:00 UTC 2012,0,6,390,38,3,Professional & Other Places=1_Medical Centers=1_Train Stations=1_Travel & Transport=1,Hospital=1_Platform=1,Vivantes Klinikum im Friedrichshain=1_Boschen & Oetting=1_U-Bahn Stadtmitte=1,Platform=52.50941039 13.38990386_Hospital=52.5244465 13.43975544
Mon Sep 03 07:00:00 UTC 2012,0,7,420,45,1,Airports=1_Travel & Transport=1,Airport Gate=1,Gate 08=1,Airport Gate=52.55458093 13.28865051
Mon Sep 03 07:30:00 UTC 2012,0,7,450,56,10,Shops & Services=1_Professional & Other Places=3_Food=1_Spiritual Centers=1_Travel & Transport=5,Airport=4_Bakery=1_Train Station=1_Bank=1_Office=1_Church=1_Event Space=1,Berlin Tegel Airport (TXL)=2_Startbahn=1_Evangelisches Johannesstift=1_Postbank Finanzcenter=1_Intel Ultrabook AppLab=1_Berlin-Schönefeld Airport (SXF)=1_m-Computers Consulting GmbH=1_S-Bhf. Raoul-Wallenberg-Str. | S7=1_Bäckerei 2000=1,Event Space=52.51438904 13.28065968_Airport=52.55430424 13.28842023_Office=52.43709521 13.37703789_Bakery=52.51780579 13.45781133_Train Station=52.55033208 13.54700587_Church=52.569448 13.195887_Bank=52.54150302 13.54270883
Mon Sep 03 08:00:00 UTC 2012,0,8,480,81,13,Professional & Other Places=1_Shops & Services=1_Colleges & Universities=2_Outdoors & Recreation=1_Travel & Transport=7,Subway=3_University=2_Airport=2,Berlin Tegel Airport (TXL)=2_U-Bhf Westphalweg=1_Tram-H U-Bhf Osloer Straße=1_Freie Universität Berlin=1_U-Bhf Residenzstraße=1_Postbank Finanzcenter=1_Technische Universität=1_Colt Technology Services Berlin=1_Flughafen Tegel Taxistand=1_S+U-Bhf Frankfurter Allee=1_Berlin Ostbahnhof=1_Modersohnbrücke=1,Airport=52.55437219 13.2902813_University=52.45257742 13.28920888_Subway=52.51430133 13.47473145
Mon Sep 03 08:30:00 UTC 2012,0,8,510,99,13,Professional & Other Places=3_Offices=2_Food=2_Hotels=1_Airports=1_Travel & Transport=8,Airport=3_Tech Startup=2_Train Station=2_Café=2,Berlin Tegel Airport (TXL)=3_Oslo Kaffebar=1_Helter Skelter Hostel=1_Simit Evi - Café & Simit House=1_SysEleven GmbH - Hosting für Fortgeschrittene=1_S+U Friedrichstraße=1_Schönefeld GAT=1_AZIMUT Hotel Berlin Kurfürstendamm=1_Newsdesk=1_S-Bhf. Ahrensfelde - S7=1_SiteGefühl.de - TYPO3 Development=1,Café=52.53080399 13.38707685_Airport=52.55437219 13.2902813_Tech Startup=52.49405622 13.42904806_Train Station=52.57134233 13.56528282
Mon Sep 03 09:00:00 UTC 2012,0,9,540,119,16,Food & Drink Shops=1_Shops & Services=1_Professional & Other Places=7_Medical Centers=1_Offices=1_Food=2_Outdoors & Recreation=1_Travel & Transport=5,Event Space=2_Hotel=2_Office=2_Subway=2_Light Rail=1_Coffee Shop=1_Grocery Store=1_Dentist's Office=1,IFA 2012 - Internationale Funkausstellung Berlin=2_U-Bhf Schlesisches Tor=1_pilot Berlin=1_H Tram S+U Friedrichstr. M1=1_Hauptstadtrepräsentanz Bertelsmann AG=1_Starbucks=1_Kaiser's=1_Volkspark Hasenheide=1_Zahnarztpraxen am Checkpoint Charlie - Dr. Christian Hohlt=1_Cafe Caramel=1_Design Hotel LINDEMANN`S=1_betahaus=1_U-Bhf Bülowstraße=1_Estrel Convention Center=1_Schlosshotel im Grunewald=1,Event Space=52.50461096 13.27397346_Dentist's Office=52.50685791 13.39027174_Office=52.517535 13.397837_Coffee Shop=52.55394165 13.29208374_Light Rail=52.51926322 13.38849306_Subway=52.49759652 13.36207867_Grocery Store=52.510701 13.29168677_Hotel=52.49387287 13.36106
Mon Sep 03 09:30:00 UTC 2012,0,9,570,114,23,Professional & Other Places=13_Travel & Transport=6,Event Space=9_Office=3_Airport=3,"IFA 2012 - Internationale Funkausstellung Berlin=5_Berlin Tegel Airport (TXL)=3_Intel Ultrabook AppLab=2_DBsystel RZ=1_Ernst-Litfaß-Schule=1_Park Inn by Radisson Berlin Alexanderplatz=1_S+U Friedrichstraße=1_Blumberry GmbH - Communications beyond the Expected=1_SuperFit=1_Dell Technology Park @ IFA, Halle 13=1_Vodafone @IFA 2012 Halle 18/101=1_Grand Hotel Esplanade Berlin=1_protected-networks.com GmbH=1_Eurostars Berlín=1_Some IT GmbH=1_Besucherterrassen | Visitor Terrace TXL=1",Airport=52.55437219 13.2902813_Event Space=52.50461096 13.27397346_Office=52.61248211 13.23572192
Mon Sep 03 10:00:00 UTC 2012,0,10,600,142,26,Professional & Other Places=16_Offices=2_Food=3_Airports=2_Travel & Transport=5,Event Space=8_Train Station=2_Medical Center=2_Tech Startup=2_Office=2_Airport Gate=2,IFA 2012 - Internationale Funkausstellung Berlin=3_Berlin Hauptbahnhof=2_SONY @IFA 2012=2_Berlin Tegel Airport (TXL)=1_Tee & Tee Lichtenrade=1_Samsung SMART Lounge @IFA 2012=1_Gate A13=1_Ullstein-Halle=1_Haarwerkstatt=1_Zossener Brücke=1_AEG @IFA 2012=1_Hausarztzentrum Tegel - Dr. Lekutat & Kollegen=1_Basilbox GmbH=1_Bacca=1_Infernum Productions AG=1_The Barn=1_Chirurgie am Ostkreuz=1_Berlin Flughafen Tegel=1_gkv informatik=1_ICC - Internationales Congress Centrum Berlin=1_Matt's Office=1_Siemens Technopark=1,Event Space=52.50640787 13.27401007_Office=52.40091532 13.24680155_Tech Startup=52.54790348 13.4087974_Train Station=52.52515148 13.36928844_Medical Center=52.58875436 13.28307531_Airport Gate=52.55209015 13.29207083
Mon Sep 03 10:30:00 UTC 2012,0,10,630,123,16,Shops & Services=1_Professional & Other Places=7_Colleges & Universities=1_Arts & Entertainment=2_Clothing Stores=1_Travel & Transport=5,Event Space=5_Train Station=3,IFA 2012 - Internationale Funkausstellung Berlin=2_Berlin Hauptbahnhof=2_Samsung SMART Lounge @IFA 2012=2_Berlin Tegel Airport (TXL)=1_Gaetan-Data GmbH=1_Gina Tricot=1_Deutsche Kinemathek - Museum für Film und Fernsehen=1_Intel Bloghütte @ IFA 2012=1_Into Tomorrow & ITTV Studio @ IFA=1_Telekom @IFA 2012 Halle 6.2=1_Bushaltestelle S Messe Nord / ICC=1_Messe Berlin=1_Berlin Gesundbrunnen=1,Event Space=52.50461096 13.27397346_Train Station=52.54928304 13.39002731
Mon Sep 03 11:00:00 UTC 2012,0,11,660,97,17,Shops & Services=1_Professional & Other Places=11_Residences=1_Outdoors & Recreation=1_Travel & Transport=2,Event Space=5_Building=2,"IFA 2012 - Internationale Funkausstellung Berlin=2_Telekom @IFA 2012 Halle 6.2=2_Dell Technology Park @ IFA, Halle 13=1_Metamorph Office=1_Intel Bloghütte @ IFA 2012=1_Casa DAG=1_Berlin Tegel Airport (TXL)=1_Post | Postbank=1_Spandau Arcaden=1_VESTEL @IFA 2012 Halle 8.2/101=1_Thomas-Dehler-Haus=1_Margrit=1_Potsdamer Platz=1_The Village Feinkost Café=1_Messe Berlin=1",Event Space=52.50327149 13.27503481_Building=52.50261255 13.27266455
Mon Sep 03 11:30:00 UTC 2012,0,11,690,116,11,Professional & Other Places=1_Food=1_Residences=1_Arts & Entertainment=1_Travel & Transport=6,Airport=4_Train Station=1_Light Rail=1_Home (private)=1_Art Gallery=1_Coffee Shop=1_Event Space=1,Berlin Tegel Airport (TXL)=4_Be3De @ IFA Berlin 2012=1_iCandy Lounge/Stage @IFA 2012 Halle 7.2=1_Kunstautomat=1_S-Bhf Berlin Schönefeld Flughafen=1_S-Bhf Charlottenburg=1_Starbucks Coffee=1_The Finsel Residence=1,Event Space=52.50145506 13.27243397_Airport=52.55437219 13.2902813_Art Gallery=52.538445 13.422074_Coffee Shop=52.46304354 13.32694173_Home (private)=52.54019922 13.19205636_Light Rail=52.39144677 13.5129261_Train Station=52.504702 13.302984
Mon Sep 03 12:00:00 UTC 2012,0,12,720,114,23,Professional & Other Places=14_Government Buildings=2_Food=3_Outdoors & Recreation=2_Travel & Transport=3,Event Space=5_Capitol Building=2_Convention Center=2,IFA 2012 - Internationale Funkausstellung Berlin=3_Messe Berlin=2_U-Bhf Bismarckstraße=1_Mitten im Wald=1_Silberlöffel=1_Fraunhofer FOKUS @IFA 2012 Halle 11.1/10=1_Berlin Tegel Airport (TXL)=1_Berlin Hauptbahnhof=1_Mokkabar=1_Ernst-Reuter-Platz=1_Berlin=1_medx GmbH=1_Medizinisches Versorgungszentrum - Ärzteforum Seestrasse=1_Reichstagskuppel=1_BILD.de=1_Pizzeria Metro=1_Abgeordnetenhaus von Berlin=1_IHK Potsdam=1_Raum 311 im AGH=1_Philips @IFA 2012 Halle 22/101=1,Convention Center=52.50303052 13.27234268_Event Space=52.50461096 13.27397346_Capitol Building=52.50742557 13.38160515
Mon Sep 03 12:30:00 UTC 2012,0,12,750,92,5,Shops & Services=1_Professional & Other Places=2_Medical Centers=1_Food=1_Outdoors & Recreation=1,Bank=1_Plaza=1_French Restaurant=1_Dentist's Office=1_Event Space=1,Zahnarztpraxis Schäfer=1_Alexanderplatz=1_Commerzbank=1_IFA 2012 - Internationale Funkausstellung Berlin=1_Cafe Fleury=1,Event Space=52.50461096 13.27397346_Dentist's Office=52.50808511 13.45413208_French Restaurant=52.53110794 13.40256793_Plaza=52.52180924 13.4126544_Bank=52.49239517 13.4225286
