time,day,hour,minute,count,fsq_count,CategorieParents,Categories,Venues,Coord
Mon Sep 03 12:30:00 UTC 2012,0,12,750,40,11,Arts & Entertainment=1_Food=3_Outdoors & Recreation=1_Professional & Other Places=2_Residences=1_Food & Drink Shops=1_Spiritual Centers=1_Travel & Transport=1_Shops & Services=1_Movie Theaters=1,Grocery Store=1_Italian Restaurant=1_Office=1_Indie Movie Theater=1_Light Rail=1_Housing Development=1_Bakery=1_Temple=1,ocui [open cuisine]=1_Bäckerei Ziegler=1_City Kino=1_FantaSia=1_Italiana Caffe=1_Akademie Deutsche POP=1_Tengelmann=1_Friedenheimer Straße=1_München=1_ProSiebenSat.1 Games=1_Tram Agnes-Bernauer-Str.=1,Temple=48.13891564 11.51090012_Bakery=48.138349 11.53621316_Housing Development=48.13815545 11.51023625_Light Rail=48.13914372 11.51103258_Indie Movie Theater=48.137005 11.563554_Office=48.19072083 11.65293463_Italian Restaurant=48.116929 11.537148_Grocery Store=48.13936643 11.51069511
Mon Sep 03 13:00:00 UTC 2012,0,13,780,46,4,Food=3_Shops & Services=1,Indian Restaurant=1_Coffee Shop=1_Miscellaneous Shop=1_Thai Restaurant=1,Noppakao=1_Starbucks=1_EuroShop=1_NAMASTE=1,Thai Restaurant=48.14398406 11.55994363_Miscellaneous Shop=48.1378473 11.55881935_Coffee Shop=48.1351373 11.570063_Indian Restaurant=48.151428 11.620078
Mon Sep 03 13:30:00 UTC 2012,0,13,810,44,5,Food=2_Travel & Transport=1_Shops & Services=2,Italian Restaurant=1_Light Rail=1_Café=1_Bank=1_Miscellaneous Shop=1,Nespresso Boutique=1_Der Laden=1_Tram Karolinenplatz=1_La Cantinetta=1_HypoVereinsbank=1,Miscellaneous Shop=48.14016303 11.57622749_Bank=48.133647 11.581909_Café=48.149657 11.575612_Light Rail=48.14537221 11.56959057_Italian Restaurant=48.13197537 11.62637723
Mon Sep 03 14:00:00 UTC 2012,0,14,840,30,3,Food=1_Colleges & Universities=1,Brewery=1_Professional & Other Places=1_College Academic Building=1,twentyZen M-Maxvorstadt=1_EF International Language Centres=1_Zum Augustiner=1,College Academic Building=48.13893046 11.58997381_Professional & Other Places=48.1564 11.56052_Brewery=48.13862361 11.5688041
Mon Sep 03 14:30:00 UTC 2012,0,14,870,35,9,Food=1_Nightlife Spots=2_Medical Centers=1_Professional & Other Places=1_Travel & Transport=1_Shops & Services=4,Beer Garden=2_Electronics Store=1_Bank=1_Travel Lounge=1_Food & Drink Shop=1_Department Store=1_Asian Restaurant=1_Dentist's Office=1,Hofbräuhaus=2_Apple Store=1_REWE=1_KinderLächeln=1_Karstadt=1_DB Lounge München=1_Der kleine Chinese=1_HypoVereinsbank=1,Dentist's Office=48.179985 11.51112_Asian Restaurant=48.135947 11.58003_Beer Garden=48.13764159 11.58003608_Food & Drink Shop=48.15907221 11.56315327_Electronics Store=48.13687408 11.57454729_Bank=48.15970659 11.56339467_Department Store=48.15932269 11.56194091_Travel Lounge=48.14053267 11.55941963
Mon Sep 03 15:00:00 UTC 2012,0,15,900,26,2,Nightlife Spots=1_Shops & Services=1,Beer Garden=1_Internet Cafe=1,schalk&friends - agentur für neue medien gmbh=1_Zum Spöckmeier=1,Internet Cafe=48.12238751 11.54388428_Beer Garden=48.1369323 11.574178
Mon Sep 03 15:30:00 UTC 2012,0,15,930,30,3,Outdoors & Recreation=1_Food & Drink Shops=1_Shops & Services=2,Drugstore / Pharmacy=1_Grocery Store=1_Plaza=1,Pelkoven Apotheke=1_Edeka Theresie=1_Karlsplatz (Stachus)=1,Plaza=48.139342 11.565684_Grocery Store=48.133473 11.54448509_Drugstore / Pharmacy=48.181564 11.508665
Mon Sep 03 16:00:00 UTC 2012,0,16,960,31,1,Professional & Other Places=1,Office=1,Payback=1,Office=48.1338214 11.54429863
Mon Sep 03 16:30:00 UTC 2012,0,16,990,32,6,Outdoors & Recreation=2_Clothing Stores=1_Shops & Services=4_Athletics & Sports=1,Neighborhood=1_Mall=1_Electronics Store=1_Gas Station / Garage=1_Boutique=1_Soccer Field=1,Louis Vuitton=1_Aral Tankstelle=1_PEP Perlacher Einkaufspassagen=1_FT Gern=1_Apple Store=1_Munich City=1,Soccer Field=48.16188991 11.53707683_Boutique=48.138331 11.567467_Gas Station / Garage=48.16349777 11.53759_Electronics Store=48.13687408 11.57454729_Mall=48.10094679 11.64496242_Neighborhood=48.16262956 11.53772708
Mon Sep 03 17:00:00 UTC 2012,0,17,1020,55,2,Outdoors & Recreation=2_Athletics & Sports=1,Field=1_Soccer Field=1,FT Gern=1_Grubmühlerfeld=1,Soccer Field=48.16188991 11.53707683_Field=48.078493 11.39524
Mon Sep 03 17:30:00 UTC 2012,0,17,1050,44,1,Airports=1_Travel & Transport=1,Airport Terminal=1,Flughafen München T2=1,Airport Terminal=48.13698732 11.60290578
Mon Sep 03 18:00:00 UTC 2012,0,18,1080,57,9,Food=2_Outdoors & Recreation=2_Professional & Other Places=1_Residences=1_Travel & Transport=3,Hotel=2_Plaza=2_Home (private)=1_Light Rail=1_Italian Restaurant=1_Post Office=1_German Restaurant=1,Marienplatz=2_Deutsche Post=1_Hilton Munich City=1_Sheraton München Arabellapark Hotel=1_Italian Connection=1_Tram Wintrichring=1_Rabenwirt=1_Munich Germany=1,German Restaurant=48.056663 11.523217_Post Office=48.148741 11.524151_Hotel=48.15133883 11.6180529_Home (private)=48.14160174 11.55699231_Plaza=48.13716656 11.57525432_Light Rail=48.176022 11.521417_Italian Restaurant=48.13828784 11.57081624
Mon Sep 03 18:30:00 UTC 2012,0,18,1110,32,3,Outdoors & Recreation=1_Residences=1_Hotels=1_Travel & Transport=1,Plaza=1_Home (private)=1_Hostel=1,Karlsplatz (Stachus)=1_Euro Youth Hostel=1_2 Infinite Loop=1,Hostel=48.13850873 11.56015931_Home (private)=48.14160174 11.55699231_Plaza=48.139342 11.565684
Mon Sep 03 19:00:00 UTC 2012,0,19,1140,74,6,Food=2_Outdoors & Recreation=1_Residences=1_Hotels=1_Travel & Transport=2,Neighborhood=1_Café=1_Home (private)=1_Hostel=1_Hotel=1_German Restaurant=1,Haus International Munich=1_Becci Rads Place.=1_Maximilianstraße=1_Restaurant Stoa=1_Park Hotel Laim=1_Café Rischart=1,German Restaurant=48.135722 11.540345_Hotel=48.13498681 11.51187266_Hostel=48.16069411 11.55869917_Home (private)=48.09395761 11.62956896_Café=48.13715483 11.57620157_Neighborhood=48.13895738 11.58181933
Mon Sep 03 19:30:00 UTC 2012,0,19,1170,64,3,Food=1_Travel & Transport=2,Train Station=1_Coffee Shop=1_Hotel=1,Sheraton München Arabellapark Hotel=1_S+U Ostbahnhof=1_Munich Starbucks=1,Hotel=48.15133883 11.6180529_Coffee Shop=48.138082 11.579873_Train Station=48.12780165 11.60422325
Mon Sep 03 20:00:00 UTC 2012,0,20,1200,57,3,Food=2_Residences=1,Italian Restaurant=1_Coffee Shop=1_Residential Building (Apartment / Condo)=1,Cafe Vergnano=1_Wolkerweg 11a=1_Pizzeria Erato=1,Residential Building (Apartment / Condo)=48.121684 11.486804_Coffee Shop=48.13840804 11.57069829_Italian Restaurant=48.151409 11.619961
Mon Sep 03 20:30:00 UTC 2012,0,20,1230,62,2,Nightlife Spots=1_Outdoors & Recreation=1_Athletics & Sports=1,Cocktail Bar=1_Skate Park=1,Café Mozart=1_Bladenight=1,Skate Park=48.13248326 11.54383529_Cocktail Bar=48.1339888 11.56511883
Mon Sep 03 21:00:00 UTC 2012,0,21,1260,74,2,Arts & Entertainment=1_Travel & Transport=1,Subway=1_Movie Theater=1,U Innsbrucker Ring=1_Cinema Filmtheater München=1,Movie Theater=48.1485096 11.55311181_Subway=48.12043942 11.61877155
Mon Sep 03 21:30:00 UTC 2012,0,21,1290,86,5,Food=1_Nightlife Spots=1_Outdoors & Recreation=1_Travel & Transport=2,Fast Food Restaurant=1_Park=1_Road=1_Hotel=1_Gay Bar=1,Best Western Hotel Atrium=1_Kraftakt=1_McDonald's=1_Frankfurter Ring=1_Olympiapark=1,Gay Bar=48.13221 11.566746_Hotel=48.13617741 11.55754652_Road=48.18667365 11.61391242_Park=48.1719815 11.55100822_Fast Food Restaurant=48.186689 11.606584
Mon Sep 03 22:00:00 UTC 2012,0,22,1320,81,4,Food=3_Travel & Transport=1,Middle Eastern Restaurant=1_Vietnamese Restaurant=1_Hotel=1_Restaurant=1,Hotel Königshof=1_Berber Libanesisches Restaurant=1_Nam Giao=1_Lisboa Bar=1,Restaurant=48.13067634 11.60549984_Hotel=48.13949156 11.56443968_Vietnamese Restaurant=48.129239 11.562092_Middle Eastern Restaurant=48.136918 11.560987
Mon Sep 03 22:30:00 UTC 2012,0,22,1350,64,1,Travel & Transport=1,Hotel=1,Sheraton München Arabellapark Hotel=1,Hotel=48.15133883 11.6180529
Mon Sep 03 23:00:00 UTC 2012,0,23,1380,35,1,Travel & Transport=1,Hotel=1,Best Western Hotel Atrium=1,Hotel=48.13617741 11.55754652
Mon Sep 03 23:30:00 UTC 2012,0,23,1410,0,0,"","","",""
Tue Sep 04 00:00:00 UTC 2012,1,0,0,0,0,"","","",""
Tue Sep 04 00:30:00 UTC 2012,1,0,30,0,0,"","","",""
Tue Sep 04 01:00:00 UTC 2012,1,1,60,64,1,Hotels=1_Travel & Transport=1,Hostel=1,Haus International Munich=1,Hostel=48.16069411 11.55869917
Tue Sep 04 01:30:00 UTC 2012,1,1,90,24,2,Professional & Other Places=1_Shops & Services=1,Office=1_Gas Station / Garage=1,BP Tankstelle Otto Schweiger=1_Tquila Munich=1,Gas Station / Garage=48.160823 11.559308_Office=48.1612152 11.55796693
Tue Sep 04 02:00:00 UTC 2012,1,2,120,30,0,"","","",""
Tue Sep 04 02:30:00 UTC 2012,1,2,150,7,0,"","","",""
Tue Sep 04 03:00:00 UTC 2012,1,3,180,4,0,"","","",""
Tue Sep 04 03:30:00 UTC 2012,1,3,210,3,0,"","","",""
Tue Sep 04 04:00:00 UTC 2012,1,4,240,3,0,"","","",""
Tue Sep 04 04:30:00 UTC 2012,1,4,270,1,0,"","","",""
Tue Sep 04 05:00:00 UTC 2012,1,5,300,2,0,"","","",""
Tue Sep 04 05:30:00 UTC 2012,1,5,330,3,0,"","","",""
Tue Sep 04 06:00:00 UTC 2012,1,6,360,18,0,"","","",""
Tue Sep 04 06:30:00 UTC 2012,1,6,390,8,2,Travel & Transport=2,Subway=1_Train Station=1,Haderner Stern=1_Bahnhof Moosach (S+U)=1,Train Station=48.17988004 11.50594711_Subway=48.118549 11.490322
Tue Sep 04 07:00:00 UTC 2012,1,7,420,12,0,"","","",""
Tue Sep 04 07:30:00 UTC 2012,1,7,450,15,0,"","","",""
Tue Sep 04 08:00:00 UTC 2012,1,8,480,27,4,Professional & Other Places=3_Residences=1,Office=3_Home (private)=1,LovelyBooks.de=2_Not Ruschke HQ=1_Edelman Munich Office=1,Home (private)=48.15383253 11.53566541_Office=48.14776401 11.53726366
Tue Sep 04 08:30:00 UTC 2012,1,8,510,37,10,Convention Centers=1_Professional & Other Places=6_Residences=1_Travel & Transport=2_Colleges & Universities=1,Office=5_Train Station=1_General College & University=1_Bus Station=1_Home (private)=1_Meeting Room=1,SevenOne Media GmbH=1_Home Shopping Europe GmbH=1_WG der unbändigen Lust=1_S Hackerbrücke=1_H Hohenzollernplatz=1_Innovation@ITZ=1_Referat für Bildung und Sport=1_CSU Landesleitung=1_Maisberger GmbH=1_DID Institut=1,Meeting Room=48.13909328 11.55386147_Home (private)=48.13450808 11.5277322_Bus Station=48.16097225 11.56799736_Train Station=48.14189294 11.54856205_General College & University=48.14184436 11.55868881_Office=48.2098815 11.65780361
Tue Sep 04 09:00:00 UTC 2012,1,9,540,45,8,Food=1_Professional & Other Places=3_Travel & Transport=3,Office=3_Subway=2,SevenOne Media GmbH=1_Web Media Publishing AG=1_IDG Germany Office=1_gutefrage.net GmbH=1_München Hauptbahnhof=1_I O espresso Lounge=1_U Friedenheimer Straße=1_U Schwanthaler Höhe=1,Subway=48.1350275 11.5117631_Office=48.18866883 11.65316684
Tue Sep 04 09:30:00 UTC 2012,1,9,570,43,2,Professional & Other Places=1_Residences=1,Office=1_Home (private)=1,WG der unbändigen Lust=1_Weber Shandwick=1,Home (private)=48.13450808 11.5277322_Office=48.14532527 11.55810006
Tue Sep 04 10:00:00 UTC 2012,1,10,600,47,4,Food=1_Professional & Other Places=1_Travel & Transport=1_Shops & Services=1,Office=1_Fast Food Restaurant=1_Salon / Barbershop=1_Hotel=1,McDonald's Deutschland Inc.=1_Eurostars Grand Central Hotel Munich=1_McDonald's=1_Capello Arte=1,Hotel=48.14385199 11.54634566_Salon / Barbershop=48.07677433 11.71512723_Fast Food Restaurant=48.13626459 11.57820717_Office=48.08824489 11.50379271
Tue Sep 04 10:30:00 UTC 2012,1,10,630,59,4,Food=1_Professional & Other Places=2_Shops & Services=1,Office=2_Bank=1_Coffee Shop=1,Munich Starbucks=1_HypoVereinsbank Headquarters=1_Unicredit Bank AG=1_Filiale Tucherpark=1,Coffee Shop=48.15112883 11.53811613_Bank=48.15322045 11.59959122_Office=48.15411647 11.59892551
Tue Sep 04 11:00:00 UTC 2012,1,11,660,55,3,Professional & Other Places=1_Shops & Services=2,Automotive Shop=1_Building=1_Internet Cafe=1,Mercedes-Benz Niederlassung München=1_schalk&friends - agentur für neue medien gmbh=1_Ismaning=1,Internet Cafe=48.12238751 11.54388428_Building=48.22664993 11.68300322_Automotive Shop=48.14585506 11.5364056
Tue Sep 04 11:30:00 UTC 2012,1,11,690,39,1,Travel & Transport=1,Train Station=1,München Hauptbahnhof=1,Train Station=48.14054699 11.55577183
Tue Sep 04 12:00:00 UTC 2012,1,12,720,36,4,Food=1_Outdoors & Recreation=1_Professional & Other Places=1_Travel & Transport=1,Office=1_Train Station=1_Plaza=1_Pizza Place=1,ocui [open cuisine]=1_Marienplatz=1_München Hauptbahnhof=1_Siemens=1,Pizza Place=48.134539 11.57051_Plaza=48.13716656 11.57525432_Train Station=48.14054699 11.55577183_Office=48.14690986 11.61679031
Tue Sep 04 12:30:00 UTC 2012,1,12,750,60,8,Food=4_Outdoors & Recreation=1_Professional & Other Places=1_Travel & Transport=1_Shops & Services=1,Office=1_Department Store=1_Tea Room=1_Train Station=1_Plaza=1_Bakery=1_Breakfast Spot=1_Thai Restaurant=1,NYtea=1_Hauptbahof=1_Kaimug=1_Bäckerei Müller=1_Rischart=1_Payback=1_Galeria Kaufhof=1_Goetheplatz=1,Thai Restaurant=48.139181 11.564984_Breakfast Spot=48.082189 11.503684_Bakery=48.13912941 11.5654707_Plaza=48.1295776 11.55838966_Train Station=48.14045319 11.55922065_Tea Room=48.13922964 11.56600714_Department Store=48.13884555 11.56502292_Office=48.1338214 11.54429863
Tue Sep 04 13:00:00 UTC 2012,1,13,780,50,4,Food=1_Professional & Other Places=2,Office=2_Salad Place=1,Akademie Deutsche POP=1_Dean & David=1_Red Bull Deutschland GmbH=1_Hotwire Public Relations=1,Salad Place=48.14797675 11.55705744_Office=48.14314803 11.57496929
Tue Sep 04 13:30:00 UTC 2012,1,13,810,36,2,Arts & Entertainment=1_Professional & Other Places=1_Museums=1,Office=1_History Museum=1,SevenOne Media GmbH=1_Paläontologisches Museum=1,History Museum=48.1479836 11.56354139_Office=48.18866883 11.65316684
Tue Sep 04 14:00:00 UTC 2012,1,14,840,52,4,Offices=1_Outdoors & Recreation=1_Professional & Other Places=1_Shops & Services=1,Tech Startup=1_Plaza=1_Electronics Store=1,böhmerwaldplatzspielplatz=1_Apple Store=1_Karlsplatz (Stachus)=1_Torial Office=1,Electronics Store=48.13687408 11.57454729_Plaza=48.139342 11.565684_Tech Startup=48.1457583 11.5954476
Tue Sep 04 14:30:00 UTC 2012,1,14,870,43,2,Food=1_Arts & Entertainment=1_Stadiums=1,Soccer Stadium=1_Burger Joint=1,Dillinger=1_Allianz Arena=1,Burger Joint=48.135061 11.499336_Soccer Stadium=48.21878263 11.62466168
Tue Sep 04 15:00:00 UTC 2012,1,15,900,54,5,Arts & Entertainment=1_Food=1_Professional & Other Places=1_Stadiums=1_Travel & Transport=1,Office=1_Soccer Stadium=1_Hotel=1_Asian Restaurant=1,BMW @ UpTown=1_Marriott Hotel=1_Heros Reha=1_Der kleine Chinese=1_Allianz Arena=1,Asian Restaurant=48.135947 11.58003_Hotel=48.17470034 11.59134865_Soccer Stadium=48.21878263 11.62466168_Office=48.17691823 11.53218985
Tue Sep 04 15:30:00 UTC 2012,1,15,930,56,2,Food=1_Food & Drink Shops=1_Shops & Services=1,Grocery Store=1_Café=1,Edeka Theresie=1_Aran=1,Café=48.140736 11.576537_Grocery Store=48.133473 11.54448509
Tue Sep 04 16:00:00 UTC 2012,1,16,960,35,2,Food=1_Train Stations=1_Travel & Transport=1,Café=1_Platform=1,35 Millimeter=1_Gleis 5/6=1,Platform=48.12746507 11.60533905_Café=48.13932488 11.56352376
Tue Sep 04 16:30:00 UTC 2012,1,16,990,61,17,Arts & Entertainment=1_Outdoors & Recreation=1_Professional & Other Places=1_Food & Drink Shops=1_Travel & Transport=10_Movie Theaters=1_Shops & Services=3,Train Station=10_Grocery Store=1_Indie Movie Theater=1_Drugstore / Pharmacy=1_Plaza=1_Electronics Store=1_Building=1,München Hauptbahnhof=2_Apple Store=1_Marienplatz=1_Bahnhof Pasing (S)=1_S+U Marienplatz=1_Jürgens Social Homeoffice=1_S Laim=1_City Kino=1_S Hackerbrücke=1_Sonnendeck=1_S Donnersbergerbrücke=1_S Hirschgarten=1_Müller Drogerie=1_S+U Karlsplatz (Stachus)=1_REWE CITY=1_S Aubing=1,Building=48.1771307 11.58024_Electronics Store=48.13687408 11.57454729_Plaza=48.13716656 11.57525432_Train Station=48.13725355 11.57521784_Indie Movie Theater=48.137005 11.563554_Drugstore / Pharmacy=48.16347167 11.564168_Grocery Store=48.16355288 11.56408668
Tue Sep 04 17:00:00 UTC 2012,1,17,1020,38,5,Arts & Entertainment=1_Outdoors & Recreation=1_Travel & Transport=3,Train Station=3_Plaza=1_Museum=1,Marienplatz=1_S+U Marienplatz=1_S+U Ostbahnhof=1_Hypo-Kunsthalle=1_S Hackerbrücke=1,Museum=48.139843 11.576003_Plaza=48.13716656 11.57525432_Train Station=48.13725355 11.57521784
Tue Sep 04 17:30:00 UTC 2012,1,17,1050,42,4,Travel & Transport=2_Shops & Services=1,Subway=1_Electronics Store=1_Hotel=1,U Münchner Freiheit=1_Foto Sauter=1_Platzl Hotel=1_VHS Am Harras=1,Hotel=48.1378139 11.57898312_Electronics Store=48.134649 11.56588387_Subway=48.16190265 11.58637583
Tue Sep 04 18:00:00 UTC 2012,1,18,1080,70,5,Outdoors & Recreation=1_Travel & Transport=4,Hotel=2_Train Station=1_Park=1_Subway=1,Englischer Garten=1_Appartment Pension Zum Zacherl=1_Ostbahnhof=1_Park Hotel Laim=1_U Schwanthaler Höhe=1,Hotel=48.13498681 11.51187266_Park=48.1547493 11.59658432_Train Station=48.12783103 11.60529116_Subway=48.136251 11.529207
Tue Sep 04 18:30:00 UTC 2012,1,18,1110,76,6,Food=1_Travel & Transport=1_Shops & Services=2_Colleges & Universities=1,Salon / Barbershop=1_Japanese Restaurant=1_Bus Station=1_Hardware Store=1_College Residence Hall=1,Soulhair=1_StuSta - Studentenstadt Freimann=1_OBI Baumarkt=1_sushi + soul=1_Holiday Inn Express Munich Messe Feldkirchen=1_H Holzapfelkreuth=1,College Residence Hall=48.18327447 11.61141157_Hardware Store=48.05585297 11.60246372_Bus Station=48.11625652 11.50241733_Japanese Restaurant=48.12837664 11.57075439_Salon / Barbershop=48.12059972 11.57625453
Tue Sep 04 19:00:00 UTC 2012,1,19,1140,65,3,Food=2_Offices=1_Professional & Other Places=1,Tech Startup=1_Café=1_German Restaurant=1,SCE Strascheg Centre for Entrepreneurship=1_Café Guglhupf=1_Paulaner am Nockherberg=1,German Restaurant=48.12130003 11.58269862_Café=48.13722783 11.57312167_Tech Startup=48.154107 11.55775461
Tue Sep 04 19:30:00 UTC 2012,1,19,1170,49,5,Food=2_Residences=1_Food & Drink Shops=1_Travel & Transport=2_Shops & Services=1,Hotel=2_Grocery Store=1_Home (private)=1_Greek Restaurant=1_German Restaurant=1,"Kreta Grill=1_real,- SB-Warenhaus=1_Appartment Munchen Isartor=1_Weinbauer=1_Sheraton Munich Westpark Hotel=1",German Restaurant=48.15996322 11.58705711_Greek Restaurant=48.158507 11.574804_Hotel=48.133879 11.58576013_Home (private)=48.133879 11.58576013_Grocery Store=48.09748655 11.51307106
Tue Sep 04 20:00:00 UTC 2012,1,20,1200,73,8,Nightlife Spots=1_Food=4_Residences=2_Travel & Transport=1,German Restaurant=2_Home (private)=2_Sushi Restaurant=1_Hotel=1_Other Nightlife=1_Italian Restaurant=1,fuji sushi & nudel=1_Kölner Abend=1_Waldwirtschaft Großhesselohe=1_Zum Brunnwart=1_The Westin Grand München=1_Italian Connection=1_2 Infinite Loop=1_Auerfeldstraße 6=1,German Restaurant=48.168891 11.59724198_Other Nightlife=48.1421646 11.57107675_Hotel=48.15205803 11.61671162_Sushi Restaurant=48.151979 11.535925_Home (private)=48.12808082 11.59095825_Italian Restaurant=48.13828784 11.57081624
Tue Sep 04 20:30:00 UTC 2012,1,20,1230,104,7,Arts & Entertainment=1_Food=5_Outdoors & Recreation=1,Café=2_Plaza=1_Fast Food Restaurant=1_Brewery=1_General Entertainment=1_Thai Restaurant=1,CAN - Café am Nordbad=2_Kletter- und Boulderzentrum München=1_Löwenbräukeller=1_Burger King=1_Marienplatz=1_Nam Nam=1,Thai Restaurant=48.147607 11.576613_General Entertainment=48.10705984 11.54566023_Brewery=48.14785777 11.55824786_Plaza=48.13716656 11.57525432_Café=48.16081166 11.563518_Fast Food Restaurant=48.1282998 11.60420204
Tue Sep 04 21:00:00 UTC 2012,1,21,1260,69,3,Residences=1_Travel & Transport=1,Home (private)=1_Hotel=1_Residence=1,Munich=1_WG der unbändigen Lust=1_Leonardo Royal Hotel Munich=1,Residence=48.139464 11.563799_Hotel=48.18699684 11.54300375_Home (private)=48.13450808 11.5277322
Tue Sep 04 21:30:00 UTC 2012,1,21,1290,68,0,"","","",""
